family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,0.328125,0.3419635668276971,0.9605361131794492,0.0004968203497615,25.3396226415096
itemknn,quota_mmr,0.359375,0.3725363582521716,0.9646709429546133,0.0005148270181219,28.305312500000106
als,quota_mmr,0.40625,0.4244576446280991,0.9663955479452059,0.0005182421227197,29.7579617834398
