family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,0.515625,0.536964699074074,0.9596956325353533,0.0859375,24.8112068965518
itemknn,quota_mmr,0.546875,0.5826822916666666,0.9385474860335196,0.08984375,16.272727272727288
als,quota_mmr,0.640625,0.6712239583333333,0.9544131910766247,0.0859375,21.936170212766008
