dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.n_candidates_requested,note.n_candidates_capped_by
ml100k,popularity,none,200,50,10,0.0001587906504065,0.3107849000007263,0.0,0.0,0.0120192307692307,0.3141063000002759,0.0071022727272727,0.3129636999983631,0.0,0.0,0.0001587906504065,9.560751748251748e-05,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.26,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,popularity,none,200,100,10,0.0001580677794638,0.3101489000000583,0.0,0.0,0.011574074074074,0.3216812999999092,0.0080128205128205,0.3060999000008451,0.0,0.0,0.0001580677794638,9.793447293447292e-05,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.37,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,popularity,none,200,200,10,0.0001604209445585,0.304560999999012,0.0,0.0,0.011574074074074,0.3169931999982509,0.009765625,0.3141757000012148,0.0,0.0,0.0001604209445585,0.0001066984953703,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.515,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,popularity,none,200,400,10,0.0001670229823623,0.2964128000003256,0.0,0.0,0.011574074074074,0.3195986999999149,0.0130208333333333,0.3179530999987037,0.0,0.0,0.0001670229823623,0.000122974537037,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.765,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,popularity,none,200,800,10,0.0001565631262525,0.3115447000000131,0.0,0.0,0.0120192307692307,0.313161999998556,0.01953125,0.326501499999722,0.0,0.0,0.0001565631262525,0.0001577524038461,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.925,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,popularity,quota_mmr,200,50,10,0.0001571141277023,0.3112547000000631,0.0859375,0.3537615999994159,0.0120192307692307,0.3087453000007372,0.0071022727272727,0.311145800000304,0.109375,0.3234298000006674,0.0860946141277023,0.0006424825174825,0.0742031255320413,0.9073409745258886,0.13,0.2575,0.0593031875463306,0.982596738324685,0.26,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.351818309878315,,
ml100k,popularity,quota_mmr,200,100,10,0.0001605033384694,0.3035181000013836,0.0859375,0.3581847999994352,0.0120192307692307,0.3016816999988805,0.0080128205128205,0.3124499999994441,0.2265625,0.4510243000004266,0.0860980033384694,0.0012329727564102,0.0728295126997241,0.9001382039867967,0.125,0.2575,0.0652335063009636,0.98153595255745,0.37,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.342915043810869,,
ml100k,popularity,quota_mmr,200,200,10,0.0001592762487257,0.3050707000002148,0.0859375,0.3510188999989623,0.0120192307692307,0.3083442999995895,0.009765625,0.3165325000009034,0.515625,0.5122413000008237,0.0860967762487257,0.0026870492788461,0.0714985578370081,0.8890422102772081,0.12,0.2575,0.0763528539659006,0.979939214232765,0.515,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.3314277116596587,,
ml100k,popularity,quota_mmr,200,400,10,0.0001592762487257,0.3099481000008381,0.0859375,0.3522300999993604,0.011574074074074,0.312898000000132,0.0135869565217391,0.3074283999994804,1.34375,1.353704999999536,0.0860967762487257,0.006844555152979,0.0722047438638817,0.8633862121926259,0.12,0.2565,0.1060044477390659,0.9749614529280948,0.765,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.306787725855993,,
ml100k,popularity,quota_mmr,200,800,10,0.0001599283520982,0.3050717000005534,0.0859375,0.3588316999994276,0.0125,0.300258200000826,0.01953125,0.3229661000004853,3.4375,3.4390891999992164,0.0860974283520982,0.01734765625,0.0643559605955887,0.7762294264372449,0.095,0.256,0.1771682727946627,0.9528769458858414,0.925,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.2225813888330579,,
ml100k,itemknn,none,200,50,10,0.1875,0.3817431999996188,0.0,0.0,0.0260416666666666,0.3194856000009167,0.0071022727272727,0.3008685000004334,0.0,0.0,0.1875,0.0001657196969696,0.044833651844888,1.0,0.1,1.156,0.0941438102297998,0.9594002965159376,0.315,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,itemknn,none,200,100,10,0.1875,0.3829574999999749,0.0,0.0,0.02734375,0.3204834000007395,0.0076219512195121,0.3128960000012739,0.0,0.0,0.1875,0.0001748285060975,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.435,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,itemknn,none,200,200,10,0.1953125,0.3834000999995623,0.0,0.0,0.0260416666666666,0.3214967000003526,0.009765625,0.3060456000002887,0.0,0.0,0.1953125,0.0001790364583333,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.675,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,itemknn,none,200,400,10,0.1875,0.3823068000001512,0.0,0.0,0.02734375,0.3201750999996875,0.0135869565217391,0.3220191000000341,0.0,0.0,0.1875,0.0002046535326086,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.83,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,itemknn,none,200,800,10,0.1953125,0.3850430999991658,0.0,0.0,0.02734375,0.3208288000005268,0.0183823529411764,0.3212232000005315,0.0,0.0,0.1953125,0.0002286305147058,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.905,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,itemknn,quota_mmr,200,50,10,0.1953125,0.3851998999998614,0.08984375,0.3558812000010221,0.0260416666666666,0.3200441999997565,0.0071022727272727,0.3026790000003529,0.1041666666666666,0.3186732999984087,0.28515625,0.000686553030303,0.0513594679890301,0.9112743365807012,0.115,0.2506666666666667,0.1089696071163825,0.9560340993328392,0.315,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.393220988080286,,
ml100k,itemknn,quota_mmr,200,100,10,0.1875,0.3830790000010893,0.08984375,0.3580817000001843,0.02734375,0.3178367000000435,0.0074404761904761,0.3196723000000929,0.234375,0.4629977000004146,0.27734375,0.0013457961309523,0.0519542909101569,0.8952428117369261,0.115,0.247,0.1223128243143069,0.9505396590066716,0.435,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.3731454073327437,,
ml100k,itemknn,quota_mmr,200,200,10,0.1953125,0.3840149000006931,0.0859375,0.3563827000016317,0.02734375,0.3153735000014421,0.0094696969696969,0.3141465999997308,0.546875,0.5531195000003208,0.28125,0.0029184422348484,0.0518486520547339,0.8670877791790933,0.11,0.2475,0.1475166790214974,0.9421986656782804,0.675,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.3420048510533016,,
ml100k,itemknn,quota_mmr,200,400,10,0.1953125,0.3823197999990952,0.08984375,0.3623918000012054,0.0260416666666666,0.3151983999996446,0.0142045454545454,0.3104088000000047,1.421875,1.4295094999997673,0.28515625,0.007310606060606,0.050052208916611,0.7866444939631952,0.105,0.248,0.1660489251297257,0.9335908080059304,0.83,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.251253722777951,,
ml100k,itemknn,quota_mmr,200,800,10,0.203125,0.3981089999997493,0.09375,0.3680101999998442,0.0260416666666666,0.3233082999995531,0.0183823529411764,0.315936299999521,3.625,3.6225235999991128,0.296875,0.0183471200980392,0.0486940032868767,0.7444021181546073,0.1,0.255,0.1467753891771683,0.9374240177909564,0.905,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.2103615101924553,,
ml100k,als,none,200,50,10,5.6875,4.646936700000879,0.0,0.0,0.0135869565217391,0.2972855999996682,0.0069444444444444,0.3172235999991244,0.0,0.0,5.6875,0.0001026570048309,0.0525673064972207,1.0,0.115,0.8246666666666667,0.4114158636026686,0.7842920681986657,0.375,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,als,none,200,100,10,5.53125,4.6514303000003565,0.0,0.0,0.0142045454545454,0.298937699999442,0.0078125,0.3147429000000556,0.0,0.0,5.53125,0.0001100852272727,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.535,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,als,none,200,200,10,5.6875,4.653680899999017,0.0,0.0,0.01953125,0.2052671000001282,0.009765625,0.3107027000005473,0.0,0.0,5.6875,0.000146484375,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.72,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,als,none,200,400,10,5.5,4.630226200000834,0.0,0.0,0.0245535714285714,0.1800991000000067,0.0135869565217391,0.3064682000003813,0.0,0.0,5.5,0.0001907026397515,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.84,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,als,none,200,800,10,5.453125,4.643736500000159,0.0,0.0,0.015625,0.2833064999995258,0.0208333333333333,0.3155103000008239,0.0,0.0,5.453125,0.0001822916666666,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.955,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,,,
ml100k,als,quota_mmr,200,50,10,6.078125,4.63368790000095,0.08984375,0.3580065000005561,0.0178571428571428,0.2719658999994863,0.0072674418604651,0.3042776999991474,0.1354166666666666,0.4083965000008902,6.16796875,0.0008027062569213,0.0439159287850252,0.956768891200948,0.09,0.2518333333333333,0.4647887323943662,0.7427442550037064,0.375,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.1514163864745041,,
ml100k,als,quota_mmr,200,100,10,5.5625,4.662665199999537,0.08984375,0.362867499999993,0.01953125,0.2055182999993121,0.0080128205128205,0.3067065999985061,0.2890625,0.5764909999998054,5.65234375,0.0015830328525641,0.04495297366997,0.946585785085922,0.09,0.2475,0.4825796886582654,0.7271749444032617,0.535,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.1332812125569586,,
ml100k,als,quota_mmr,200,200,10,5.734375,4.677093700000114,0.08984375,0.360894699999335,0.01953125,0.2063983000007283,0.009765625,0.3097110999988217,0.625,0.6333186000010755,5.82421875,0.003271484375,0.0460658021723795,0.937777883922542,0.095,0.249,0.502594514455152,0.7128843587842847,0.72,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.1200875593600183,,
ml100k,als,quota_mmr,200,400,10,5.484375,4.655120600000373,0.08984375,0.3559680000016669,0.01953125,0.2087477000004582,0.0135869565217391,0.3063554000000295,1.546875,1.5640918999997666,5.57421875,0.0078999660326086,0.0446571130916662,0.9269212741345508,0.09,0.244,0.5226093402520385,0.6984284655300222,0.84,2,0.3,1.0,2,ok,,,1349,943,0.0773079623019132,True,0.7,0.1069958802505501,,
ml100k,als,quota_mmr,200,800,10,5.4375,4.642691299999569,0.0859375,0.35385479999968084,0.020833333333333332,0.19356359999983397,0.020833333333333332,0.31680210000013176,3.75,3.7477108000002772,5.5234375,0.018958333333333334,0.04185188827739632,0.9130916114680733,0.08,0.249,0.5337286879169756,0.6880422535211268,0.955,2,0.3,1.0,2,ok,,,1349,943,0.07730796230191328,True,0.7,0.09444474785052655,,
