retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
never,100000,popularity,1,6.293487351526086,162.55155934961394,6.393916712030483,170.44802304892397,7.429355234460196,202.50505321257205
"1,000,000",100000,popularity,1,6.293487351526086,162.55155934961394,6.393916712030483,170.44802304892397,7.429355234460196,202.50505321257205
"100,000",100000,popularity,2,6.293571925274395,162.5521280232379,6.395787969515513,170.45040073444792,8.085605234460196,203.17742901385412
"10,000",100000,popularity,11,6.2943330890091715,162.5572460858535,6.412629286880782,170.47179990416367,13.991855234460196,209.22881122539258
"1,000",100000,popularity,101,6.301944726356939,162.60842671200948,6.581042460533473,170.685791601321,73.05435523446019,269.74263334077716
100,100000,popularity,1001,6.3780610998346114,163.12023297356916,8.265174197060382,172.82570857289426,663.6793552344602,874.8808544946233
