retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
never,100000,popularity,1,33.48245724345791,605.2324690575542,40.04166666666,375.08373397435,83.13988095238,361.25520833332666
"1,000,000",100000,popularity,1,33.48245724345791,605.2324690575542,40.04166666666,375.08373397435,83.13988095238,361.25520833332666
"100,000",100000,popularity,2,33.48277162977581,605.3682119246384,40.36979166666,375.56810897435,113.45238095238,391.7812499999933
"10,000",100000,popularity,11,33.48560110663698,606.5898977283963,43.32291666666,379.92748397435,386.26488095238,666.5156249999934
"1,000",100000,popularity,101,33.51389587524864,618.8067557659746,72.85416666666,423.52123397435,3114.38988095238,3413.8593749999936
100,100000,popularity,1001,33.79684356136531,740.9753361417575,368.16666666666,859.45873397435,30395.63988095238,30887.296874999996
