repeat,dataset,config,reference,metric,n_users,median_diff,ci_lo,ci_hi,better,worse,tied,statistic,p_raw,p_holm,significant,repeats_significant,repeats_tested,verdict
3,luxury_beauty,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,1,0,199,0.0,0.31731050786291415,1.0,False,0,5,no detectable difference
4,luxury_beauty,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,2,0,198,0.0,0.15729920705028502,1.0,False,0,5,no detectable difference
3,luxury_beauty,itemknn,popularity,recall,200,0.0,0.0,0.0,59,0,141,0.0,1.576719665672809e-14,1.0091005860305978e-12,True,5,5,better on 59/59 decided users
2,luxury_beauty,itemknn,popularity,recall,200,0.0,0.0,0.0,52,0,148,0.0,5.550063481222654e-13,3.496539993170272e-11,True,5,5,better on 52/52 decided users
3,luxury_beauty,als,popularity,recall,200,0.0,0.0,0.0,54,1,145,28.0,8.900637178256782e-13,5.4293886787366376e-11,True,5,5,better on 54/55 decided users
2,luxury_beauty,als,popularity,recall,200,0.0,0.0,0.0,51,0,149,0.0,9.236596617174025e-13,5.726689902647895e-11,True,5,5,better on 51/51 decided users
2,luxury_beauty,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,51,0,149,0.0,9.236596617174025e-13,5.726689902647895e-11,True,5,5,better on 51/51 decided users
2,luxury_beauty,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,51,0,149,0.0,9.236596617174025e-13,5.726689902647895e-11,True,5,5,better on 51/51 decided users
0,luxury_beauty,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,50,0,150,0.0,1.5374597944280347e-12,9.685996704896619e-11,True,5,5,better on 50/50 decided users
3,luxury_beauty,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,52,1,147,27.0,2.4630095909967382e-12,1.477805754598043e-10,True,5,5,better on 52/53 decided users
4,luxury_beauty,itemknn,popularity,recall,200,0.0,0.0,0.0,48,0,152,0.0,4.26219159784363e-12,2.6425587906630507e-10,True,5,5,better on 48/48 decided users
3,luxury_beauty,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,50,1,149,26.0,6.820210334435374e-12,3.9557219939725167e-10,True,5,5,better on 50/51 decided users
4,luxury_beauty,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,48,1,151,25.0,1.8898968170348683e-11,1.1528370583912696e-09,True,5,5,better on 48/49 decided users
0,luxury_beauty,itemknn,popularity,recall,200,0.0,0.0,0.0,45,0,155,0.0,1.9703444711799168e-11,1.2019101274197493e-09,True,5,5,better on 45/45 decided users
1,luxury_beauty,itemknn,popularity,recall,200,0.0,0.0,0.0,44,0,156,0.0,3.2837586498733825e-11,2.0359303629214973e-09,True,5,5,better on 44/44 decided users
1,luxury_beauty,als,popularity,recall,200,0.0,0.0,0.0,43,0,157,0.0,5.473986478005109e-11,3.3391317515831165e-09,True,5,5,better on 43/43 decided users
0,luxury_beauty,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,44,1,155,23.0,1.4546091286279983e-10,8.72765477176799e-09,True,5,5,better on 44/45 decided users
1,luxury_beauty,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,41,0,159,0.0,1.5222921962563045e-10,9.133753177537828e-09,True,5,5,better on 41/41 decided users
4,luxury_beauty,als,popularity,recall,200,0.0,0.0,0.0,43,1,156,22.5,2.424145039999148e-10,1.4302455735994974e-08,True,5,5,better on 43/44 decided users
0,luxury_beauty,als,popularity,recall,200,0.0,0.0,0.0,42,1,157,22.0,4.040854277244357e-10,2.343695480801727e-08,True,5,5,better on 42/43 decided users
1,luxury_beauty,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,39,0,161,0.0,4.2380554260794433e-10,2.458072147126077e-08,True,5,5,better on 39/39 decided users
4,luxury_beauty,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,39,1,160,20.5,1.874468450406541e-09,1.049702332227663e-07,True,5,5,better on 39/40 decided users
0,luxury_beauty,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,0,200,,1.0,1.0,False,0,5,no detectable difference
1,luxury_beauty,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,0,200,,1.0,1.0,False,0,5,no detectable difference
2,luxury_beauty,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,0,200,,1.0,1.0,False,0,5,no detectable difference
3,luxury_beauty,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,0,200,,1.0,1.0,False,0,5,no detectable difference
4,luxury_beauty,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,0,200,,1.0,1.0,False,0,5,no detectable difference
1,ml100k,gru4rec+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,8.282377377200551e-35,6.294606806672419e-33,True,5,5,better on 200/200 decided users
1,ml100k,itemknn+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,200,0,0,0.0,8.557881982574029e-35,6.418411486930521e-33,True,5,5,better on 200/200 decided users
1,ml100k,als+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,8.780707733844958e-35,6.497723723045268e-33,True,5,5,better on 200/200 decided users
1,ml100k,popularity+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,8.816231235518718e-35,6.497723723045268e-33,True,5,5,better on 200/200 decided users
1,ml100k,multvae+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,9.120439938912397e-35,6.566716756016926e-33,True,5,5,better on 200/200 decided users
2,ml100k,popularity+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,8.732479822944407e-35,6.636684665437749e-33,True,5,5,better on 200/200 decided users
4,ml100k,als+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,9.241461365395415e-35,6.95042960474148e-33,True,5,5,better on 200/200 decided users
4,ml100k,gru4rec+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,9.145302111501947e-35,6.95042960474148e-33,True,5,5,better on 200/200 decided users
0,ml100k,als+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,9.281046331774472e-35,7.018108700613633e-33,True,5,5,better on 200/200 decided users
0,ml100k,gru4rec+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,200,0,0,0.0,9.585152617812671e-35,7.018108700613633e-33,True,5,5,better on 200/200 decided users
0,ml100k,itemknn+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,200,0,0,0.0,9.234353553438991e-35,7.018108700613633e-33,True,5,5,better on 200/200 decided users
0,ml100k,multvae+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,200,0,0,0.0,9.353914815632893e-35,7.018108700613633e-33,True,5,5,better on 200/200 decided users
0,ml100k,popularity+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,9.30381613292386e-35,7.018108700613633e-33,True,5,5,better on 200/200 decided users
4,ml100k,popularity+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,9.540501258375228e-35,7.059970931197669e-33,True,5,5,better on 200/200 decided users
4,ml100k,multvae+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,200,0,0,0.0,9.722821150944693e-35,7.097659440189626e-33,True,5,5,better on 200/200 decided users
3,ml100k,popularity+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,9.383805984183821e-35,7.131692547979704e-33,True,5,5,better on 200/200 decided users
3,ml100k,itemknn+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,200,0,0,0.0,1.0123565405699725e-34,7.592674054274794e-33,True,5,5,better on 200/200 decided users
2,ml100k,gru4rec+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,199,0,1,0.0,1.2811595940964886e-34,9.519230619114563e-33,True,5,5,better on 199/199 decided users
2,ml100k,multvae+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,199,0,1,0.0,1.269230749215275e-34,9.519230619114563e-33,True,5,5,better on 199/199 decided users
2,ml100k,als+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,199,0,1,0.0,1.360490513240336e-34,9.810687677432025e-33,True,5,5,better on 199/199 decided users
2,ml100k,itemknn+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,199,0,1,0.0,1.3439298188263048e-34,9.810687677432025e-33,True,5,5,better on 199/199 decided users
4,ml100k,itemknn+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,199,0,1,0.0,1.4213086562443781e-34,1.0233422324959523e-32,True,5,5,better on 199/199 decided users
3,ml100k,gru4rec+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,199,0,1,0.0,1.4010026778559798e-34,1.0367419816134251e-32,True,5,5,better on 199/199 decided users
3,ml100k,als+quota_mmr,popularity,exposure_parity,200,-1.0,-1.0,-1.0,199,0,1,0.0,1.4859436650018571e-34,1.0789764573290172e-32,True,5,5,better on 199/199 decided users
3,ml100k,multvae+quota_mmr,popularity,exposure_parity,200,-1.0,-1.1,-1.0,199,0,1,0.0,1.478049941546599e-34,1.0789764573290172e-32,True,5,5,better on 199/199 decided users
0,ml100k,als,popularity,exposure_parity,200,-0.4,-0.5,-0.3999999999999999,161,27,12,1417.0,1.5036121728912356e-23,1.0074201558371278e-21,True,5,5,better on 161/188 decided users
3,ml100k,als,popularity,exposure_parity,200,-0.4,-0.40000000000000013,-0.3999999999999999,161,25,14,1449.5,6.081037484762946e-23,4.074295114791174e-21,True,5,5,better on 161/186 decided users
1,ml100k,als,popularity,exposure_parity,200,-0.4,-0.40000000000000013,-0.30000000000000004,153,28,19,1347.0,1.5488113894863499e-22,1.0377036309558545e-20,True,5,5,better on 153/181 decided users
4,ml100k,als,popularity,exposure_parity,200,-0.3999999999999999,-0.4,-0.30000000000000004,150,27,23,1225.0,1.8296409811578239e-22,1.225859457375742e-20,True,5,5,better on 150/177 decided users
2,ml100k,als,popularity,exposure_parity,200,-0.4,-0.4,-0.30000000000000004,154,28,18,1476.0,5.727216199739279e-22,3.837234853825317e-20,True,5,5,better on 154/182 decided users
1,ml100k,gru4rec,popularity,exposure_parity,200,-0.30000000000000004,-0.3999999999999999,-0.20000000000000007,145,24,31,1490.5,3.6043350271974563e-19,2.3428177676783465e-17,True,5,5,better on 145/169 decided users
2,ml100k,gru4rec,popularity,exposure_parity,200,-0.3999999999999999,-0.4,-0.3,151,31,18,2040.5,9.375797906105517e-19,6.094268638968586e-17,True,5,5,better on 151/182 decided users
4,ml100k,gru4rec,popularity,exposure_parity,200,-0.30000000000000004,-0.3999999999999999,-0.19999999999999996,146,33,21,2009.0,2.7671667046927125e-18,1.798658358050263e-16,True,5,5,better on 146/179 decided users
0,ml100k,gru4rec,popularity,exposure_parity,200,-0.30000000000000004,-0.3999999999999999,-0.20000000000000007,148,31,21,2045.0,4.400779960646193e-18,2.8605069744200256e-16,True,5,5,better on 148/179 decided users
3,ml100k,gru4rec,popularity,exposure_parity,200,-0.30000000000000004,-0.3999999999999999,-0.19999999999999996,148,27,25,1982.0,1.4506161408063892e-17,9.42900491524153e-16,True,5,5,better on 148/175 decided users
4,ml100k,multvae,popularity,exposure_parity,200,-0.19999999999999996,-0.3999999999999999,-0.19999999999999996,120,42,38,1993.0,1.1476855374249941e-14,7.230418885777463e-13,True,5,5,better on 120/162 decided users
3,ml100k,multvae,popularity,exposure_parity,200,-0.19999999999999996,-0.20000000000000007,-0.19999999999999996,122,41,37,2374.5,8.558992244741334e-13,5.306575191739627e-11,True,5,5,better on 122/163 decided users
0,ml100k,multvae,popularity,exposure_parity,200,-0.19999999999999996,-0.30000000000000004,-0.19999999999999996,122,39,39,2347.5,1.6786318816216795e-12,1.0407517666054413e-10,True,5,5,better on 122/161 decided users
1,ml100k,multvae,popularity,exposure_parity,200,-0.19999999999999996,-0.20000000000000007,-0.19999999999999996,121,42,37,2438.5,1.7975186873312043e-12,1.1324367730186588e-10,True,5,5,better on 121/163 decided users
2,ml100k,multvae,popularity,exposure_parity,200,-0.19999999999999996,-0.25000000000000006,-0.10000000000000009,116,52,32,3388.5,3.872625516940864e-09,2.0912177791480664e-07,True,5,5,better on 116/168 decided users
4,ml100k,itemknn,popularity,exposure_parity,200,0.0,-0.10000000000000003,0.0,89,62,49,4066.5,0.0017336980877787592,0.0676142254233716,False,0,5,no detectable difference
0,ml100k,itemknn,popularity,exposure_parity,200,0.0,-0.09999999999999998,0.0,87,56,57,4278.5,0.07719432014843841,1.0,False,0,5,no detectable difference
1,ml100k,itemknn,popularity,exposure_parity,200,0.0,0.0,0.0,72,65,63,3856.5,0.05944738457528764,1.0,False,0,5,no detectable difference
2,ml100k,itemknn,popularity,exposure_parity,200,0.0,0.0,0.0,78,67,55,4771.5,0.2989202258636243,1.0,False,0,5,no detectable difference
3,ml100k,itemknn,popularity,exposure_parity,200,0.0,0.0,0.0,80,64,56,4249.0,0.05101023150024146,1.0,False,0,5,no detectable difference
0,ml100k,gru4rec,popularity,ndcg,200,0.0,0.0,0.0,42,16,142,434.5,0.0011031015923645391,0.040814758917487946,True,1,5,better on 42/58 decided users
3,ml100k,gru4rec,popularity,ndcg,200,0.0,0.0,0.0,34,15,151,364.5,0.013486396247857966,0.45853747242717086,False,1,5,no detectable difference
1,ml100k,gru4rec,popularity,ndcg,200,0.0,0.0,0.0,28,13,159,255.5,0.023230700470047296,0.7201517145714662,False,1,5,no detectable difference
0,ml100k,als,popularity,ndcg,200,0.0,0.0,0.0,29,17,154,461.0,0.3844020614793997,1.0,False,0,5,no detectable difference
0,ml100k,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,23,18,159,407.0,0.7601221762899355,1.0,False,0,5,no detectable difference
0,ml100k,gru4rec+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,30,18,152,380.5,0.033120801304498744,1.0,False,0,5,no detectable difference
0,ml100k,itemknn,popularity,ndcg,200,0.0,0.0,0.0,16,12,172,185.5,0.689775164806135,1.0,False,0,5,no detectable difference
0,ml100k,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,26,15,159,361.0,0.367183694010607,1.0,False,0,5,no detectable difference
0,ml100k,multvae,popularity,ndcg,200,0.0,0.0,0.0,17,11,172,195.5,0.8642833544242068,1.0,False,0,5,no detectable difference
0,ml100k,multvae+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,17,15,168,229.0,0.5123616404973002,1.0,False,0,5,no detectable difference
0,ml100k,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,15,7,178,104.5,0.4743765960588586,1.0,False,0,5,no detectable difference
1,ml100k,als,popularity,ndcg,200,0.0,0.0,0.0,19,17,164,297.0,0.571274874904097,1.0,False,0,5,no detectable difference
1,ml100k,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,21,17,162,339.5,0.6523705070483334,1.0,False,0,5,no detectable difference
1,ml100k,gru4rec+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,20,17,163,292.0,0.36897857234223086,1.0,False,0,5,no detectable difference
1,ml100k,itemknn,popularity,ndcg,200,0.0,0.0,0.0,9,10,181,85.0,0.6871035286667854,1.0,False,0,5,no detectable difference
1,ml100k,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,15,13,172,173.5,0.5010717196661173,1.0,False,0,5,no detectable difference
1,ml100k,multvae,popularity,ndcg,200,0.0,0.0,0.0,13,9,178,126.5,1.0,1.0,False,0,5,no detectable difference
1,ml100k,multvae+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,18,11,171,193.0,0.5958854829866387,1.0,False,0,5,no detectable difference
1,ml100k,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,9,11,180,62.5,0.11168571488621348,1.0,False,0,5,no detectable difference
2,ml100k,als,popularity,ndcg,200,0.0,0.0,0.0,21,18,161,349.0,0.5663606475042455,1.0,False,0,5,no detectable difference
2,ml100k,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,19,20,161,330.5,0.4052855075039564,1.0,False,0,5,no detectable difference
2,ml100k,gru4rec,popularity,ndcg,200,0.0,0.0,0.0,34,17,149,485.0,0.09464120499093089,1.0,False,1,5,no detectable difference
2,ml100k,gru4rec+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,31,19,150,505.5,0.20170419690053432,1.0,False,0,5,no detectable difference
2,ml100k,itemknn,popularity,ndcg,200,0.0,0.0,0.0,12,16,172,148.5,0.2143076057442519,1.0,False,0,5,no detectable difference
2,ml100k,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,20,18,162,321.5,0.47679734010239283,1.0,False,0,5,no detectable difference
2,ml100k,multvae,popularity,ndcg,200,0.0,0.0,0.0,14,15,171,159.5,0.2093359076227499,1.0,False,0,5,no detectable difference
2,ml100k,multvae+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,17,17,166,256.5,0.4827213548508329,1.0,False,0,5,no detectable difference
2,ml100k,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,12,5,183,46.5,0.15446457984178527,1.0,False,0,5,no detectable difference
3,ml100k,als,popularity,ndcg,200,0.0,0.0,0.0,27,17,156,394.5,0.24038133652057225,1.0,False,0,5,no detectable difference
3,ml100k,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,24,19,157,413.0,0.46806231470967685,1.0,False,0,5,no detectable difference
3,ml100k,gru4rec+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,30,15,155,341.0,0.04593832045836259,1.0,False,0,5,no detectable difference
3,ml100k,itemknn,popularity,ndcg,200,0.0,0.0,0.0,18,14,168,246.0,0.7362774318399663,1.0,False,0,5,no detectable difference
3,ml100k,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,18,15,167,277.0,0.9500940861176663,1.0,False,0,5,no detectable difference
3,ml100k,multvae,popularity,ndcg,200,0.0,0.0,0.0,16,13,171,202.0,0.7374011908273594,1.0,False,0,5,no detectable difference
3,ml100k,multvae+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,13,15,172,170.5,0.4588342431601048,1.0,False,0,5,no detectable difference
3,ml100k,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,8,6,186,51.5,0.9498085010108124,1.0,False,0,5,no detectable difference
4,ml100k,als,popularity,ndcg,200,0.0,0.0,0.0,25,17,158,371.0,0.3135190580241288,1.0,False,0,5,no detectable difference
4,ml100k,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,19,20,161,389.0,0.9888377272510163,1.0,False,0,5,no detectable difference
4,ml100k,gru4rec,popularity,ndcg,200,0.0,0.0,0.0,28,13,159,303.0,0.09810337320920241,1.0,False,1,5,no detectable difference
4,ml100k,gru4rec+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,23,18,159,365.5,0.3986121544816714,1.0,False,0,5,no detectable difference
4,ml100k,itemknn,popularity,ndcg,200,0.0,0.0,0.0,13,13,174,169.5,0.8787256788605081,1.0,False,0,5,no detectable difference
4,ml100k,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,14,13,173,182.5,0.8757937790936767,1.0,False,0,5,no detectable difference
4,ml100k,multvae,popularity,ndcg,200,0.0,0.0,0.0,17,9,174,153.0,0.567535387656797,1.0,False,0,5,no detectable difference
4,ml100k,multvae+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,20,14,166,251.0,0.4260451947373701,1.0,False,0,5,no detectable difference
4,ml100k,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,10,10,180,88.5,0.5368713265052025,1.0,False,0,5,no detectable difference
0,ml100k,gru4rec,popularity,recall,200,0.0,0.0,0.0,37,11,152,269.5,0.0001748865925420931,0.0072373490995464975,True,1,5,better on 37/48 decided users
2,ml100k,gru4rec,popularity,recall,200,0.0,0.0,0.0,32,13,155,299.0,0.004620683963359919,0.15947224311147956,False,1,5,no detectable difference
3,ml100k,gru4rec,popularity,recall,200,0.0,0.0,0.0,29,12,159,252.0,0.007931923532795267,0.2776173236478343,False,1,5,no detectable difference
1,ml100k,gru4rec,popularity,recall,200,0.0,0.0,0.0,23,10,167,170.0,0.0236351019828339,0.7201517145714662,False,1,5,no detectable difference
1,ml100k,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,3,11,186,22.5,0.03250944464571951,0.9427738947258658,False,0,5,no detectable difference
1,ml100k,itemknn,popularity,recall,200,0.0,0.0,0.0,2,9,189,12.0,0.034808478811867126,0.9746374067322795,False,0,5,no detectable difference
0,ml100k,als,popularity,recall,200,0.0,0.0,0.0,25,14,161,280.0,0.07816908582428345,1.0,False,0,5,no detectable difference
0,ml100k,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,19,18,163,342.0,0.8694170607412391,1.0,False,0,5,no detectable difference
0,ml100k,gru4rec+quota_mmr,popularity,recall,200,0.0,0.0,0.0,27,14,159,294.0,0.04233022912136072,1.0,False,0,5,no detectable difference
0,ml100k,itemknn,popularity,recall,200,0.0,0.0,0.0,8,10,182,76.0,0.6373518882339371,1.0,False,0,5,no detectable difference
0,ml100k,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,20,13,167,221.0,0.22301746994661498,1.0,False,0,5,no detectable difference
0,ml100k,multvae,popularity,recall,200,0.0,0.0,0.0,9,10,181,90.0,0.8185458083820434,1.0,False,0,5,no detectable difference
0,ml100k,multvae+quota_mmr,popularity,recall,200,0.0,0.0,0.0,12,14,174,162.0,0.6948866023724733,1.0,False,0,5,no detectable difference
0,ml100k,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,8,7,185,56.0,0.7962534147376392,1.0,False,0,5,no detectable difference
1,ml100k,als,popularity,recall,200,0.0,0.0,0.0,16,15,169,240.0,0.8574624419592412,1.0,False,0,5,no detectable difference
1,ml100k,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,18,17,165,306.0,0.8657723749926214,1.0,False,0,5,no detectable difference
1,ml100k,gru4rec+quota_mmr,popularity,recall,200,0.0,0.0,0.0,17,14,169,224.0,0.590013887163346,1.0,False,0,5,no detectable difference
1,ml100k,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,9,11,180,94.5,0.6547208460185769,1.0,False,0,5,no detectable difference
1,ml100k,multvae,popularity,recall,200,0.0,0.0,0.0,3,7,190,16.5,0.2059032107320684,1.0,False,0,5,no detectable difference
1,ml100k,multvae+quota_mmr,popularity,recall,200,0.0,0.0,0.0,10,11,179,110.0,0.8272593465627113,1.0,False,0,5,no detectable difference
2,ml100k,als,popularity,recall,200,0.0,0.0,0.0,19,17,164,314.5,0.7388826803635273,1.0,False,0,5,no detectable difference
2,ml100k,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,18,19,163,342.0,0.8694170607412391,1.0,False,0,5,no detectable difference
2,ml100k,gru4rec+quota_mmr,popularity,recall,200,0.0,0.0,0.0,30,16,154,376.0,0.03899995301244552,1.0,False,0,5,no detectable difference
2,ml100k,itemknn,popularity,recall,200,0.0,0.0,0.0,9,10,181,90.0,0.8185458083820434,1.0,False,0,5,no detectable difference
2,ml100k,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,18,15,167,255.0,0.6015081344405899,1.0,False,0,5,no detectable difference
2,ml100k,multvae,popularity,recall,200,0.0,0.0,0.0,8,11,181,80.0,0.4912971242158931,1.0,False,0,5,no detectable difference
2,ml100k,multvae+quota_mmr,popularity,recall,200,0.0,0.0,0.0,13,13,174,175.5,1.0,1.0,False,0,5,no detectable difference
2,ml100k,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,9,5,186,37.5,0.28504940740261275,1.0,False,0,5,no detectable difference
3,ml100k,als,popularity,recall,200,0.0,0.0,0.0,24,13,163,247.0,0.07054600045686604,1.0,False,0,5,no detectable difference
3,ml100k,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,23,18,159,378.0,0.43487965849578336,1.0,False,0,5,no detectable difference
3,ml100k,gru4rec+quota_mmr,popularity,recall,200,0.0,0.0,0.0,25,13,162,253.5,0.051575863620877,1.0,False,0,5,no detectable difference
3,ml100k,itemknn,popularity,recall,200,0.0,0.0,0.0,12,11,177,132.0,0.8348273291852392,1.0,False,0,5,no detectable difference
3,ml100k,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,13,12,175,156.0,0.8414805811217939,1.0,False,0,5,no detectable difference
3,ml100k,multvae,popularity,recall,200,0.0,0.0,0.0,9,9,182,85.5,1.0,1.0,False,0,5,no detectable difference
3,ml100k,multvae+quota_mmr,popularity,recall,200,0.0,0.0,0.0,8,14,178,92.0,0.2008251226951454,1.0,False,0,5,no detectable difference
3,ml100k,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,4,5,191,20.0,0.7388826803635273,1.0,False,0,5,no detectable difference
4,ml100k,als,popularity,recall,200,0.0,0.0,0.0,22,12,166,210.0,0.08634782098366248,1.0,False,0,5,no detectable difference
4,ml100k,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,18,19,163,342.0,0.8694170607412391,1.0,False,0,5,no detectable difference
4,ml100k,gru4rec,popularity,recall,200,0.0,0.0,0.0,23,11,166,192.5,0.039591763236690385,1.0,False,1,5,no detectable difference
4,ml100k,gru4rec+quota_mmr,popularity,recall,200,0.0,0.0,0.0,21,17,162,331.5,0.5164122683960384,1.0,False,0,5,no detectable difference
4,ml100k,itemknn,popularity,recall,200,0.0,0.0,0.0,7,10,183,63.0,0.46685427082272546,1.0,False,0,5,no detectable difference
4,ml100k,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,8,9,183,72.0,0.8083651559145103,1.0,False,0,5,no detectable difference
4,ml100k,multvae,popularity,recall,200,0.0,0.0,0.0,5,4,191,20.0,0.7388826803635273,1.0,False,0,5,no detectable difference
4,ml100k,multvae+quota_mmr,popularity,recall,200,0.0,0.0,0.0,13,10,177,120.0,0.5316145768816123,1.0,False,0,5,no detectable difference
4,ml100k,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,6,9,185,48.0,0.4385780260809998,1.0,False,0,5,no detectable difference
0,software,popularity+quota_mmr,popularity,exposure_parity,200,-0.5,-0.5,-0.5,200,0,0,0.0,2.0884875837625446e-45,1.816984197873414e-43,True,5,5,better on 200/200 decided users
1,software,popularity+quota_mmr,popularity,exposure_parity,200,-0.5,-0.5,-0.5,200,0,0,0.0,2.0884875837625446e-45,1.816984197873414e-43,True,5,5,better on 200/200 decided users
2,software,popularity+quota_mmr,popularity,exposure_parity,200,-0.5,-0.5,-0.5,200,0,0,0.0,2.0884875837625446e-45,1.816984197873414e-43,True,5,5,better on 200/200 decided users
3,software,popularity+quota_mmr,popularity,exposure_parity,200,-0.5,-0.5,-0.5,200,0,0,0.0,2.0884875837625446e-45,1.816984197873414e-43,True,5,5,better on 200/200 decided users
4,software,popularity+quota_mmr,popularity,exposure_parity,200,-0.5,-0.5,-0.5,200,0,0,0.0,2.0884875837625446e-45,1.816984197873414e-43,True,5,5,better on 200/200 decided users
2,software,itemknn+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,8.93448701511079e-38,7.326279352390847e-36,True,5,5,better on 200/200 decided users
0,software,als+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,1.2931074645926383e-37,1.047417046320037e-35,True,5,5,better on 200/200 decided users
