retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr,cost.multvae,cost.multvae+quota_mmr,cost.gru4rec,cost.gru4rec+quota_mmr
never,100000,popularity,1,10.463327790623278,260.8305556142774,17.95099431818,276.15881216397,20.932765151509997,325.07469223484,60.97916666666,510.83705357142,522.02604166666,1027.171875
"1,000,000",100000,popularity,1,10.463327790623278,260.8305556142774,17.95099431818,276.15881216397,20.932765151509997,325.07469223484,60.97916666666,510.83705357142,522.02604166666,1027.171875
"100,000",100000,popularity,2,10.463485938396559,260.9166473590947,18.14630681818,276.44396841397,26.714015151509997,330.96141098484,64.66666666666,514.97767857142,939.88541666666,1460.59375
"10,000",100000,popularity,11,10.464909268356072,261.6914730624511,19.90411931818,279.01037466397,78.74526515151,383.94187973484,97.85416666666,552.24330357142,4700.61979166666,5361.390625
"1,000",100000,popularity,101,10.47914256795121,269.4397300960148,37.48224431818,304.67443716397,599.05776515151,913.74656723484,429.72916666666,924.89955357142,42307.96354166666,44369.359375
100,100000,popularity,1001,10.621475563902578,346.9223004316515,213.26349431818,561.31506216397,5802.18276515151,6211.79344223484,3748.47916666666,4651.46205357142,418381.4010416667,434449.046875
