retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
never,100000,popularity,1,8.336147241370732,227.40311457861023,9.504159035409037,314.44886608489196,11.886901167471821,347.86433172302554
"1,000,000",100000,popularity,1,8.336147241370732,227.40311457861023,9.504159035409037,314.44886608489196,11.886901167471821,347.86433172302554
"100,000",100000,popularity,2,8.336250240711536,227.41214652417045,9.526480463980466,314.480378689934,14.590026167471821,350.6073872785811
"10,000",100000,popularity,11,8.337177234778775,227.49343403421253,9.727373321123322,314.76399213531215,38.91815116747182,375.2948872785811
"1,000",100000,popularity,101,8.346447175451152,228.3063091346331,11.736301892551886,317.60012658909363,282.1994011674718,622.1698872785812
100,100000,popularity,1001,8.439146582174931,236.43506013883894,31.825587606837537,345.9614711269088,2715.011901167472,3090.9198872785814
