family,reranker,repeats,cpu_rerank_per_request,cpu_serving_per_request,rerank_share,ndcg,exposure_parity,recall,time_bounded,cost_vs_cheapest
als,quota_mmr,5,0.003359375,0.003451212761674717,0.972555746140652,0.0759666295725967,0.2625,0.145,False,1.0
itemknn,quota_mmr,5,0.003046875,0.0031441735347985337,0.9700524082855005,0.082831833475456,0.2654999999999999,0.155,False,1.0
popularity,quota_mmr,5,0.0021875,0.0022739408263305317,0.9638128861429835,0.0019342640361727,1.0,0.005,False,1.0
