n_requests,cheapest,cost,unit,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr,cost.multvae,cost.multvae+quota_mmr,cost.gru4rec,cost.gru4rec+quota_mmr
1,popularity,0.0002627794697078,cpu_seconds,0.0002627794697078,0.0886991894560687,0.1954900568181818,0.2879149865591397,5.781401515151515,5.889910629734849,3.6880729166666666,4.145691964285715,417.86041666666665,433.4278125
10,popularity,0.0012044647375643,cpu_seconds,0.0012044647375643,0.11216619120432009,0.197088068181818,0.312743615591397,5.782765151515151,5.918637547348484,3.693229166666666,4.191294642857142,417.8697916666667,433.48125
100,popularity,0.010621317416129301,cpu_seconds,0.010621317416129301,0.34683620868683407,0.21306818181818,0.5610299059139701,5.79640151515151,6.20590672348484,3.74479166666666,4.64732142857142,417.9635416666667,434.015625
1000,popularity,0.1047898442017793,cpu_seconds,0.1047898442017793,2.693536383511974,0.3728693181818,3.0438928091397,5.9327651515151,9.0785984848484,4.2604166666666,9.2075892857142,418.9010416666666,439.359375
10000,popularity,1.0464751120582794,cpu_seconds,1.0464751120582794,26.16053813176337,1.970880681818,27.872521841397003,7.2964015151509996,37.805516098484,9.416666666666,54.810267857142,428.276041666666,492.796875
100000,popularity,10.463327790623278,cpu_seconds,10.463327790623278,260.8305556142774,17.95099431818,276.15881216397,20.932765151509997,325.07469223484,60.97916666666,510.83705357142,522.02604166666,1027.171875
1000000,popularity,104.63185457627328,cpu_seconds,104.63185457627328,2607.530730439417,177.7521306818,2759.0217153897,157.2964015151,3197.7664535984,576.6041666666,5071.1049107142,1459.5260416666001,6370.921875
