family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,0.4375,0.4547881652661063,0.9638128861429835,0.0089285714285714,27.63414634146369
itemknn,quota_mmr,0.609375,0.6288347069597068,0.9700524082855005,0.0091911764705882,33.39166666666683
als,quota_mmr,0.671875,0.6902425523349435,0.972555746140652,0.0089285714285714,36.43750000000027
