family,reranker,repeats,cpu_rerank_per_request,cpu_serving_per_request,rerank_share,ndcg,exposure_parity,recall,time_bounded,cost_vs_cheapest
als,quota_mmr,5,0.001953125,0.002018326774112943,0.9676951349260086,0.056906936892496,0.2565,0.145,False,1.0
itemknn,quota_mmr,5,0.001640625,0.0017044564536340845,0.9625502584721428,0.1277338101296144,0.284,0.225,False,1.0
popularity,quota_mmr,5,0.0015625,0.0016255099067599061,0.9612368362088286,0.0534092704351613,0.2999999999999999,0.08,False,1.0
