family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,0.828125,0.8491687710437709,0.9758402338041892,0.03125,41.391129032258355
itemknn,quota_mmr,0.609375,0.6333786231884057,0.9624166784853213,0.0347222222222222,26.607547169811394
als,quota_mmr,0.65625,0.6849724264705882,0.958217270194986,0.0328125,23.933333333333334
