dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,n_candidates_requested,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.time_bounded_reranker
ml100k,als,greedy_topk,100,100,10,3.71875,3.7703067000002193,0.08984375,0.3610834999999497,0.0072674418604651,0.3280377999981283,0.0042808219178082,0.3136814999998023,0.0183823529411764,0.323055500000919,3.80859375,0.0002993061671944,0.0737983358012655,1.0,0.14,0.8440000000000001,0.3232023721275018,0.8087472201630838,0.51,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.2361233135921113,
ml100k,als,mmr,100,100,10,3.4375,3.431006699996942,0.08984375,0.3669133999974292,0.0069444444444444,0.3046251000014308,0.0043402777777777,0.310866799998621,0.1796875,0.3646872999997868,3.52734375,0.0019097222222222,0.0683048106846698,0.9944861523622638,0.12,0.7939999999999998,0.3535952557449963,0.7768969607116383,0.51,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.1933541914622834,
ml100k,als,quota_mmr,100,100,10,3.40625,3.40526029999819,0.08984375,0.3587196999978914,0.0067934782608695,0.3131180999989738,0.0043402777777777,0.3078084999979182,0.1354166666666666,0.4203811000006681,3.49609375,0.0014655042270531,0.06186688255575,0.964790888248638,0.1,0.253,0.329873980726464,0.8030303928836175,0.51,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.1765996160743125,
ml100k,als,balanced_quota,100,100,10,3.421875,3.4356918999983463,0.09375,0.3688456999989284,0.0069444444444444,0.3096484000016062,0.0042808219178082,0.3075935000015306,0.1015625,0.4151270000002114,3.515625,0.0011278776636225,0.0589177230872002,0.9598649186667048,0.09,0.1999999999999999,0.3172720533728688,0.8115997034840623,0.51,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.1790499825207433,
ml100k,als,qubo_feasible,100,100,10,3.390625,3.3950170000025537,0.09375,0.362989799999923,0.0066489361702127,0.3168714999992517,0.0042229729729729,0.3105074000013701,30.265625,30.26280129999941,3.484375,0.3027649690914318,0.051925360652163,0.8897635137726972,0.07,0.1999999999999999,0.3706449221645663,0.7566849518161601,0.51,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.1065040824676737,
ml100k,als,qubo_tabu,100,100,10,3.671875,3.676876199999242,0.09765625,0.3965979000022344,0.0072674418604651,0.3070675000017218,0.0051229508196721,0.3094624000004842,24.234375,24.379163400000834,3.76953125,0.2424676539268014,0.0663893069557349,0.9131896012272152,0.1,0.1999999999999999,0.3713862120088955,0.7592839140103781,0.51,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.1041133896657017,True
ml100k,popularity,none,100,100,10,0.0001599283520982,0.3059479999974428,0.0,0.0,0.0058962264150943,0.3146626999987347,0.0044014084507042,0.3097863999973924,0.0,0.0,0.0001599283520982,0.0001029763486579,0.0398160089153419,1.0,0.07,1.2,0.0348406226834692,0.98436471460341,0.33,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,10.8,,
ml100k,popularity,greedy_topk,100,100,10,0.0001842570754716,0.2964327000008779,0.1015625,0.4123077000003832,0.0065104166666666,0.3073051999999734,0.0042229729729729,0.3153162999988126,0.0173611111111111,0.3190830000021378,0.1017467570754716,0.0002809450075075,0.0398160089153419,1.0,0.07,1.2,0.0348406226834692,0.98436471460341,0.33,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.4540700832720007,
ml100k,popularity,mmr,100,100,10,0.0001605858170606,0.3064236999998684,0.09375,0.3771581000000878,0.0056818181818181,0.3314965999998094,0.0045289855072463,0.3105329999998503,0.171875,0.3534051999995427,0.0939105858170606,0.0018208580368906,0.0386263630730883,0.9981843166912132,0.07,1.118,0.0340993328391401,0.984702742772424,0.33,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.4432902291679753,
ml100k,popularity,quota_mmr,100,100,10,0.0001655190677966,0.2988328999999794,0.08984375,0.3633332999997947,0.0060096153846153,0.3128236999982619,0.0042808219178082,0.3117457000007562,0.109375,0.3370858999987831,0.0900092690677966,0.0011966543730242,0.052379951421265,0.9111698179926916,0.11,0.24,0.0311341734618235,0.9867842846553002,0.33,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,10.8,0.3689535210450514,
