user_row,ndcg,ndcg_vs_retrieval,recall,exposure_parity,dataset,family,reranker,repeat,n_candidates,intra_list_similarity
63,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4654009296664574
67,0.0,0.9923244877265912,0.0,0.9,ml100k,popularity,mmr,0,100,0.4108557033461545
70,0.0,0.9995739284250776,0.0,1.3,ml100k,popularity,mmr,0,100,0.4139173035703087
78,0.0,1.0,0.0,1.5,ml100k,popularity,mmr,0,100,0.4743321806133986
79,0.0,0.9983961828043506,0.0,1.3,ml100k,popularity,mmr,0,100,0.5073631287558644
110,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4731337970277884
122,0.6309297535714575,0.999301576806218,1.0,1.1,ml100k,popularity,mmr,0,100,0.447062800078652
149,0.2890648263178879,0.997021181404106,1.0,0.9,ml100k,popularity,mmr,0,100,0.4332811807597808
153,0.3010299956639812,0.9997385035741329,1.0,1.3,ml100k,popularity,mmr,0,100,0.4790301674279684
212,0.0,1.0,0.0,1.1,ml100k,popularity,mmr,0,100,0.4338915488083033
228,0.0,1.0,0.0,1.5,ml100k,popularity,mmr,0,100,0.5246389787825264
229,0.0,1.0,0.0,0.5,ml100k,popularity,mmr,0,100,0.3285383290759506
235,0.5,0.9997224819002491,1.0,1.3,ml100k,popularity,mmr,0,100,0.4385664647465701
239,0.0,0.9972297413730624,0.0,1.3,ml100k,popularity,mmr,0,100,0.4507730376513483
247,0.0,1.0,0.0,1.1,ml100k,popularity,mmr,0,100,0.4560489351635006
261,0.0,0.996320550803193,0.0,0.3,ml100k,popularity,mmr,0,100,0.3638149400443483
264,0.0,0.9983460503096008,0.0,1.1,ml100k,popularity,mmr,0,100,0.4395395134864707
283,0.0,1.0,0.0,1.1,ml100k,popularity,mmr,0,100,0.4353814789476176
298,0.3154648767857287,1.0,1.0,1.1,ml100k,popularity,mmr,0,100,0.435645889621165
306,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4908261763632746
314,0.0,0.997003590267044,0.0,0.9,ml100k,popularity,mmr,0,100,0.4377463510463901
330,0.0,0.9948311883698376,0.0,0.9,ml100k,popularity,mmr,0,100,0.4057519262898827
341,0.0,0.9996713692540808,0.0,0.9,ml100k,popularity,mmr,0,100,0.3430968526418141
342,0.5,0.9998313924323377,1.0,0.6,ml100k,popularity,mmr,0,100,0.3463464885707655
343,0.0,0.9993252971938432,0.0,1.3,ml100k,popularity,mmr,0,100,0.5337506556818484
352,0.0,0.9919007601376764,0.0,1.1,ml100k,popularity,mmr,0,100,0.2943733572866547
355,0.0,1.0,0.0,1.1,ml100k,popularity,mmr,0,100,0.4492296623494529
356,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.418559948108642
365,0.0,0.9984028159274008,0.0,1.3,ml100k,popularity,mmr,0,100,0.5193944533772372
373,0.0,0.9988647352642152,0.0,0.4,ml100k,popularity,mmr,0,100,0.2993777050529607
387,0.0,0.9997359148237676,0.0,1.3,ml100k,popularity,mmr,0,100,0.4965713786583068
412,1.0,0.9968515548231852,1.0,1.1,ml100k,popularity,mmr,0,100,0.4378455866670079
424,0.0,0.9997223486199668,0.0,1.3,ml100k,popularity,mmr,0,100,0.4320649724335987
431,0.0,0.9980455638502148,0.0,1.0,ml100k,popularity,mmr,0,100,0.3786750510790385
432,0.0,0.9993252971938432,0.0,1.3,ml100k,popularity,mmr,0,100,0.5337506556818484
445,0.0,0.99973583869146,0.0,1.3,ml100k,popularity,mmr,0,100,0.4835489974053821
467,0.0,0.9945276492441492,0.0,1.1,ml100k,popularity,mmr,0,100,0.4408528472440063
468,0.0,0.9983931751235844,0.0,1.3,ml100k,popularity,mmr,0,100,0.4934649549996944
469,0.0,0.9989715745956884,0.0,0.4,ml100k,popularity,mmr,0,100,0.3425952611615314
475,0.0,1.0,0.0,1.1,ml100k,popularity,mmr,0,100,0.4453580739431327
479,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.439491629093617
482,0.0,0.9973700177741054,0.0,0.9,ml100k,popularity,mmr,0,100,0.3085698164312356
489,0.0,0.9943752072175298,0.0,1.1,ml100k,popularity,mmr,0,100,0.4182137321980749
519,0.0,0.9995727003797636,0.0,1.1,ml100k,popularity,mmr,0,100,0.4287214898698365
526,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4655407529995957
528,0.0,0.9983302602998068,0.0,1.3,ml100k,popularity,mmr,0,100,0.442499104320867
538,0.0,0.9997224819002491,0.0,1.3,ml100k,popularity,mmr,0,100,0.4385664647465701
543,0.0,0.9993252971938432,0.0,1.3,ml100k,popularity,mmr,0,100,0.5337506556818484
549,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4468159978686837
552,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4733116343171371
554,0.0,0.9997385760019792,0.0,1.5,ml100k,popularity,mmr,0,100,0.4757036134263773
576,0.0,1.0,0.0,0.9,ml100k,popularity,mmr,0,100,0.3762268426968862
580,0.3868528072345416,1.0,1.0,1.1,ml100k,popularity,mmr,0,100,0.414872203960005
585,0.0,0.998380467609206,0.0,1.3,ml100k,popularity,mmr,0,100,0.5038010145646594
587,0.3868528072345416,0.999738214956784,1.0,1.3,ml100k,popularity,mmr,0,100,0.4985879254415214
596,0.0,0.998395237382742,0.0,1.1,ml100k,popularity,mmr,0,100,0.4470925350304428
617,0.0,0.9986530398618564,0.0,0.9,ml100k,popularity,mmr,0,100,0.2748420024804415
621,0.0,0.9938104288804526,0.0,0.9,ml100k,popularity,mmr,0,100,0.4027611352348965
623,0.0,0.9993842766274924,0.0,0.9,ml100k,popularity,mmr,0,100,0.3698448579190498
626,0.0,0.990774520284506,0.0,0.9,ml100k,popularity,mmr,0,100,0.3398594081393667
636,0.0,0.9997275994244712,0.0,1.3,ml100k,popularity,mmr,0,100,0.4451821009274359
637,0.0,0.9993252971938432,0.0,1.3,ml100k,popularity,mmr,0,100,0.5337506556818484
657,0.0,1.0,0.0,1.5,ml100k,popularity,mmr,0,100,0.4478753853344303
659,0.0,0.9976758556310088,0.0,0.7,ml100k,popularity,mmr,0,100,0.3873923450559926
666,0.0,0.9933241136011924,0.0,1.0,ml100k,popularity,mmr,0,100,0.3239205796628669
