repeat,dataset,config,reference,metric,n_users,median_diff,ci_lo,ci_hi,better,worse,tied,statistic,p_raw,p_holm,significant,repeats_significant,repeats_tested,verdict
1,ml100k,itemknn,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,6,6,88,34.5,0.7225420730391727,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+greedy_topk,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,6,6,88,34.5,0.7225420730391727,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,10,6,84,61.0,0.7158773061430881,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+quota_mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,1,2,97,3.0,1.0,1.0,False,0,3,no detectable difference
1,ml100k,popularity,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,5,7,88,28.5,0.40903376421513593,1.0,False,0,3,no detectable difference
1,ml100k,popularity+balanced_quota,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,7,6,87,29.0,0.24814067607745594,1.0,False,0,3,no detectable difference
1,ml100k,popularity+greedy_topk,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,5,7,88,28.5,0.40903376421513593,1.0,False,0,3,no detectable difference
1,ml100k,popularity+mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,5,6,89,21.5,0.3043960517772295,1.0,False,0,3,no detectable difference
1,ml100k,popularity+qubo_feasible,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,4,7,89,32.0,0.9289423625149966,1.0,False,0,3,no detectable difference
1,ml100k,popularity+qubo_tabu,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,8,5,87,30.0,0.27753091901612037,1.0,False,0,3,no detectable difference
1,ml100k,popularity+quota_mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,7,6,87,29.0,0.24727039866238731,1.0,False,0,3,no detectable difference
2,ml100k,als,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,10,13,77,120.0,0.5836645734453042,1.0,False,0,3,no detectable difference
2,ml100k,als+balanced_quota,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,7,12,81,61.0,0.17089195409166802,1.0,False,0,3,no detectable difference
2,ml100k,als+greedy_topk,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,10,13,77,120.0,0.5836645734453042,1.0,False,0,3,no detectable difference
2,ml100k,als+mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,11,12,77,107.5,0.3530287076844204,1.0,False,0,3,no detectable difference
2,ml100k,als+qubo_feasible,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,9,11,80,82.0,0.3892078017135757,1.0,False,0,3,no detectable difference
2,ml100k,als+qubo_tabu,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,8,12,80,63.5,0.11991231383151578,1.0,False,0,3,no detectable difference
2,ml100k,als+quota_mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,7,12,81,61.0,0.17089195409166802,1.0,False,0,3,no detectable difference
2,ml100k,itemknn,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,4,10,86,42.0,0.5094844544253732,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+greedy_topk,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,4,10,86,42.0,0.5094844544253732,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,3,10,87,32.5,0.3633138729188129,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+qubo_feasible,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,7,9,84,30.5,0.05213687890648594,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+qubo_tabu,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,11,6,83,75.5,0.9622120130191111,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+quota_mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,1,1,98,1.0,0.6547208460185769,1.0,False,0,3,no detectable difference
2,ml100k,popularity,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,5,12,83,39.5,0.07926710446498028,1.0,False,0,3,no detectable difference
2,ml100k,popularity+balanced_quota,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,6,11,83,53.5,0.27544410500905114,1.0,False,0,3,no detectable difference
2,ml100k,popularity+greedy_topk,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,5,12,83,39.5,0.07926710446498028,1.0,False,0,3,no detectable difference
2,ml100k,popularity+mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,6,12,82,45.5,0.0808917277303469,1.0,False,0,3,no detectable difference
2,ml100k,popularity+qubo_feasible,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,5,12,83,44.5,0.12901140477562598,1.0,False,0,3,no detectable difference
2,ml100k,popularity+qubo_tabu,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,3,13,84,26.5,0.03142297888635743,1.0,False,0,3,no detectable difference
2,ml100k,popularity+quota_mmr,itemknn+balanced_quota,ndcg,100,0.0,0.0,0.0,6,11,83,54.5,0.296926745711371,1.0,False,0,3,no detectable difference
0,ml100k,als,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,10,6,84,51.0,0.31731050786291415,1.0,False,0,3,no detectable difference
0,ml100k,als+balanced_quota,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,6,89,30.0,0.763024600552995,1.0,False,0,3,no detectable difference
0,ml100k,als+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,10,6,84,51.0,0.31731050786291415,1.0,False,0,3,no detectable difference
0,ml100k,als+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,8,6,86,45.0,0.5929800980174267,1.0,False,0,3,no detectable difference
0,ml100k,als+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,8,87,35.0,0.40538055645894233,1.0,False,0,3,no detectable difference
0,ml100k,als+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,7,7,86,52.5,1.0,1.0,False,0,3,no detectable difference
0,ml100k,als+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,6,88,39.0,1.0,1.0,False,0,3,no detectable difference
0,ml100k,itemknn,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,3,4,93,12.0,0.7054569861112734,1.0,False,0,3,no detectable difference
0,ml100k,itemknn+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,3,4,93,12.0,0.7054569861112734,1.0,False,0,3,no detectable difference
0,ml100k,itemknn+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,3,92,13.5,0.47950012218695337,1.0,False,0,3,no detectable difference
0,ml100k,itemknn+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,3,4,93,12.0,0.7054569861112734,1.0,False,0,3,no detectable difference
0,ml100k,itemknn+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,3,92,13.5,0.47950012218695337,1.0,False,0,3,no detectable difference
0,ml100k,itemknn+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,0,0,100,,1.0,1.0,False,0,3,no detectable difference
0,ml100k,popularity,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,5,91,20.0,0.7388826803635273,1.0,False,0,3,no detectable difference
0,ml100k,popularity+balanced_quota,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,3,6,91,15.0,0.31731050786291415,1.0,False,0,3,no detectable difference
0,ml100k,popularity+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,5,91,20.0,0.7388826803635273,1.0,False,0,3,no detectable difference
0,ml100k,popularity+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,5,90,27.5,1.0,1.0,False,0,3,no detectable difference
0,ml100k,popularity+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,1,6,93,4.0,0.05878172135535886,1.0,False,0,3,no detectable difference
0,ml100k,popularity+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,3,5,92,13.5,0.47950012218695337,1.0,False,0,3,no detectable difference
0,ml100k,popularity+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,3,6,91,15.0,0.31731050786291415,1.0,False,0,3,no detectable difference
1,ml100k,als,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,12,7,81,70.0,0.25134910881022265,1.0,False,0,3,no detectable difference
1,ml100k,als+balanced_quota,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,11,6,83,54.0,0.22525290636065332,1.0,False,0,3,no detectable difference
1,ml100k,als+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,12,7,81,70.0,0.25134910881022265,1.0,False,0,3,no detectable difference
1,ml100k,als+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,13,8,79,88.0,0.27523352407483426,1.0,False,0,3,no detectable difference
1,ml100k,als+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,7,7,86,52.5,1.0,1.0,False,0,3,no detectable difference
1,ml100k,als+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,9,8,83,72.0,0.8083651559145103,1.0,False,0,3,no detectable difference
1,ml100k,als+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,13,7,80,73.5,0.17971249487899976,1.0,False,0,3,no detectable difference
1,ml100k,itemknn,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,6,88,39.0,1.0,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,6,88,39.0,1.0,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,10,6,84,51.0,0.31731050786291415,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,1,93,4.0,0.05878172135535886,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,7,1,92,4.5,0.033894853524689246,1.0,False,0,3,no detectable difference
1,ml100k,itemknn+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,1,0,99,0.0,0.31731050786291415,1.0,False,0,3,no detectable difference
1,ml100k,popularity,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,6,89,30.0,0.763024600552995,1.0,False,0,3,no detectable difference
1,ml100k,popularity+balanced_quota,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,3,91,15.0,0.31731050786291415,1.0,False,0,3,no detectable difference
1,ml100k,popularity+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,6,89,30.0,0.763024600552995,1.0,False,0,3,no detectable difference
1,ml100k,popularity+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,6,89,30.0,0.763024600552995,1.0,False,0,3,no detectable difference
1,ml100k,popularity+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,7,89,24.0,0.36571229628151325,1.0,False,0,3,no detectable difference
1,ml100k,popularity+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,4,91,20.0,0.7388826803635273,1.0,False,0,3,no detectable difference
1,ml100k,popularity+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,3,91,15.0,0.31731050786291415,1.0,False,0,3,no detectable difference
2,ml100k,als,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,9,7,84,59.5,0.6170750774519738,1.0,False,0,3,no detectable difference
2,ml100k,als+balanced_quota,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,9,86,37.5,0.28504940740261275,1.0,False,0,3,no detectable difference
2,ml100k,als+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,9,7,84,59.5,0.6170750774519738,1.0,False,0,3,no detectable difference
2,ml100k,als+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,10,9,81,90.0,0.8185458083820434,1.0,False,0,3,no detectable difference
2,ml100k,als+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,11,83,54.0,0.22525290636065332,1.0,False,0,3,no detectable difference
2,ml100k,als+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,12,82,57.0,0.15729920705028502,1.0,False,0,3,no detectable difference
2,ml100k,als+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,5,9,86,37.5,0.28504940740261275,1.0,False,0,3,no detectable difference
2,ml100k,itemknn,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,4,92,18.0,1.0,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,4,92,18.0,1.0,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,3,3,94,10.5,1.0,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,2,9,89,12.0,0.034808478811867126,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,6,6,88,39.0,1.0,1.0,False,0,3,no detectable difference
2,ml100k,itemknn+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,1,1,98,1.5,1.0,1.0,False,0,3,no detectable difference
2,ml100k,popularity,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,10,86,30.0,0.10880943004054569,1.0,False,0,3,no detectable difference
2,ml100k,popularity+balanced_quota,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,7,89,24.0,0.36571229628151325,1.0,False,0,3,no detectable difference
2,ml100k,popularity+greedy_topk,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,10,86,30.0,0.10880943004054569,1.0,False,0,3,no detectable difference
2,ml100k,popularity+mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,10,86,30.0,0.10880943004054569,1.0,False,0,3,no detectable difference
2,ml100k,popularity+qubo_feasible,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,8,88,26.0,0.24821307898992362,1.0,False,0,3,no detectable difference
2,ml100k,popularity+qubo_tabu,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,2,9,89,12.0,0.034808478811867126,1.0,False,0,3,no detectable difference
2,ml100k,popularity+quota_mmr,itemknn+balanced_quota,recall,100,0.0,0.0,0.0,4,6,90,22.0,0.5270892568655381,1.0,False,0,3,no detectable difference
