dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,n_candidates_requested,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.n_candidates_requested,note.n_candidates_capped_by,note.n_candidates_kept_fraction
ml100k,popularity,none,200,50,10,0.0002136021872863,0.302830399999948,0.0,0.0,0.0125,0.3169086999987485,0.0074404761904761,0.3116035000020929,0.0,0.0,0.0002136021872863,9.970238095238094e-05,0.0425863760254837,1.0,0.1,1.1855000000000002,0.0496664195700518,0.9822001482579688,0.19,1,0.3,1.0,1,50,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,popularity,none,200,100,10,0.0001676502145922,0.3001538999997137,0.0,0.0,0.0125,0.3273116999989724,0.0094696969696969,0.3070446999990963,0.0,0.0,0.0001676502145922,0.0001098484848484,0.0425863760254837,1.0,0.1,1.1855000000000002,0.0496664195700518,0.9822001482579688,0.305,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,popularity,none,200,200,10,0.0001780626780626,0.3040005000002566,0.0,0.0,0.011574074074074,0.3161241000016161,0.0107758620689655,0.3102666000013414,0.0,0.0,0.0001780626780626,0.0001117496807151,0.0425863760254837,1.0,0.1,1.1855000000000002,0.0496664195700518,0.9822001482579688,0.45,1,0.3,1.0,1,200,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,popularity,none,200,400,10,0.000166135034556,0.299195999999938,0.0,0.0,0.0120192307692307,0.3243653999998059,0.0135869565217391,0.3099089999996067,0.0,0.0,0.000166135034556,0.0001280309364548,0.0425863760254837,1.0,0.1,1.1855000000000002,0.0496664195700518,0.9822001482579688,0.665,1,0.3,1.0,1,400,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,popularity,none,200,729,10,0.0001656945917285,0.300298300000577,0.0,0.0,0.0120192307692307,0.3216738000010082,0.0205078125,0.3202054999965185,0.0,0.0,0.0001656945917285,0.0001626352163461,0.0425863760254837,1.0,0.1,1.1855000000000002,0.0496664195700518,0.9822001482579688,0.835,1,0.3,1.0,1,800,ok,,,1349,943,0.0773079623019132,True,4.2,,800.0,user history in a small catalogue,0.91125
ml100k,popularity,quota_mmr,200,50,10,0.0001793915040183,0.3022729999975126,0.10546875,0.4388355999981286,0.0130208333333333,0.3201609999996435,0.0080128205128205,0.303153699998802,0.109375,0.3335325000007287,0.1056481415040183,0.0006520432692307,0.0298442383357634,0.9152713063889508,0.06,0.2379999999999999,0.0533728687916975,0.984759080800593,0.19,1,0.3,1.0,1,50,ok,,,1349,943,0.0773079623019132,True,4.2,0.3633413730385945,,,
ml100k,popularity,quota_mmr,200,100,10,0.0001590330788804,0.3095981000005849,0.0859375,0.3573995999977342,0.0120192307692307,0.3051785999996355,0.0082236842105263,0.3115615999995498,0.21875,0.4370751999995264,0.0860965330788804,0.0011949645748987,0.0298442383357634,0.9142885547768888,0.06,0.24,0.0541141586360266,0.9846730911786508,0.305,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,4.2,0.3612287755702256,,,
ml100k,popularity,quota_mmr,200,200,10,0.0001605033384694,0.3055071999988286,0.0859375,0.3580273999978089,0.0120192307692307,0.3014204999999492,0.0100806451612903,0.3132851000009395,0.625,0.6271525000011025,0.0860980033384694,0.0032354993796526,0.0298442383357634,0.9135804758595194,0.06,0.2504999999999999,0.0555967383246849,0.984459599703484,0.45,1,0.3,1.0,1,200,ok,,,1349,943,0.0773079623019132,True,4.2,0.3601683719370153,,,
ml100k,popularity,quota_mmr,200,400,10,0.0001790830945558,0.3003982000009273,0.08984375,0.3637430999988282,0.0120192307692307,0.3116665000015928,0.0142045454545454,0.3152823000018543,1.40625,1.4115397999994457,0.0900228330945558,0.0071623688811188,0.0298442383357634,0.9128804141766425,0.06,0.2525,0.056338028169014,0.9843832468495182,0.665,1,0.3,1.0,1,400,ok,,,1349,943,0.0773079623019132,True,4.2,0.3588895532873269,,,
ml100k,popularity,quota_mmr,200,729,10,0.0001577486118122,0.3120619999972405,0.08984375,0.366004100000282,0.0125,0.3081168999997317,0.01953125,0.316935700000613,3.109375,3.128945299999032,0.0900014986118122,0.01570703125,0.0312895624673529,0.9122603536823682,0.065,0.254,0.0555967383246849,0.9843239436619718,0.835,1,0.3,1.0,1,800,ok,,,1349,943,0.0773079623019132,True,4.2,0.3576227654686578,800.0,user history in a small catalogue,0.91125
