family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,0.515625,0.5340217817896388,0.965550502962657,0.0094696969696969,29.028000000000244
itemknn,quota_mmr,0.65625,0.6760174418604651,0.9707589765641798,0.009765625,34.19852941176476
als,quota_mmr,0.6875,0.7093253968253967,0.9692307692307693,0.0094696969696969,32.500000000000114
