family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,0.953125,0.975390625,0.9771726071285544,0.0390625,43.807017543859736
itemknn,quota_mmr,0.6875,0.7139550264550263,0.9629458082445579,0.0364583333333333,26.987500000000164
als,quota_mmr,0.734375,0.7695741758241756,0.9542614904060689,0.0364583333333333,21.863414634146448
