retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
never,100000,popularity,1,11.718896370023419,487.7345467032967,14.02901785714,357.0960028108433,21.26660750507,390.0572193287
"1,000,000",100000,popularity,1,11.718896370023419,487.7345467032967,14.02901785714,357.0960028108433,21.26660750507,390.0572193287
"100,000",100000,popularity,2,11.719042740046838,487.7737809065934,14.10714285714,357.21449239417666,27.95410750507,396.7232349537
"10,000",100000,popularity,11,11.72036007025761,488.1268887362637,14.81026785714,358.28089864417666,88.14160750507,456.7173755787
"1,000",100000,popularity,101,11.73353337236534,491.657967032967,21.841517857139998,368.94496114417666,690.0166075050699,1056.6587818287
100,100000,popularity,1001,11.865266393442619,526.9687499999999,92.15401785714,475.5855861441766,6708.76660750507,7056.0728443287
