family,reranker,repeats,cpu_rerank_per_request,cpu_serving_per_request,rerank_share,ndcg,exposure_parity,recall,time_bounded,cost_vs_cheapest
als,quota_mmr,5,0.0028125,0.0034635416666666664,0.8128544423440454,0.0410412706875005,0.2798333333333333,0.075,False,1.0
itemknn,quota_mmr,5,0.00359375,0.004058593750000001,0.8848920863309353,0.0506713871662785,0.265,0.08,False,1.0
popularity,quota_mmr,5,0.006484375,0.006879111842105263,0.9426180514046623,0.0047319731517859,0.0,0.01,False,1.0
