family,reranker,repeats,cpu_rerank_per_request,cpu_serving_per_request,rerank_share,ndcg,exposure_parity,recall,time_bounded,cost_vs_cheapest
als,quota_mmr,5,0.003671875,0.0038339120370370367,0.9555530862825714,0.1804619760583998,0.2685,0.22,False,1.0
itemknn,quota_mmr,5,0.0034375,0.0035697751322751312,0.9629458082445579,0.2021027231538865,0.2669999999999999,0.24,False,1.0
popularity,quota_mmr,5,0.004765625,0.004876953125,0.9771726071285544,0.0098801164924467,0.0,0.025,False,1.0
