retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
never,100000,popularity,1,8.784773198217904,266.7978900400014,9.75329097985348,337.80042336841143,12.550347222222225,357.9197025401006
"1,000,000",100000,popularity,1,8.784773198217904,266.7978900400014,9.75329097985348,337.80042336841143,12.550347222222225,357.9197025401006
"100,000",100000,popularity,2,8.784876231518266,266.8074675327627,9.77672847985348,337.8325104219828,15.378472222222225,360.72576871657117
"10,000",100000,popularity,11,8.78580353122153,266.8936649676149,9.98766597985348,338.1212939041257,40.83159722222223,385.98036430480647
"1,000",100000,popularity,101,8.795076528254164,267.7556393161363,12.09704097985348,341.00912872555426,295.36284722222223,638.5263201871594
100,100000,popularity,1001,8.887806498580504,276.37538280135055,33.19079097985348,369.8874769398399,2840.675347222222,3163.985879010689
