family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,1.296875,1.3758223684210527,0.9426180514046623,0.15625,17.42708333333333
itemknn,quota_mmr,0.71875,0.81171875,0.8848920863309353,0.15625,8.687500000000007
als,quota_mmr,0.5625,0.6927083333333333,0.8128544423440454,0.140625,5.343434343434344
