retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
never,100000,itemknn,1,6.587436041321168,186.20245696109663,6.534528359366345,194.00217162828383,7.601190476190475,218.7038605843982
"1,000,000",100000,itemknn,1,6.587436041321168,186.20245696109663,6.534528359366345,194.00217162828383,7.601190476190475,218.7038605843982
"100,000",100000,itemknn,2,6.587519799026877,186.20303473778324,6.536570843026475,194.00468760918767,8.319940476190474,219.4231034866064
"10,000",100000,itemknn,11,6.588273618378257,186.20823472796278,6.554953195967651,194.02733143732215,14.788690476190474,225.89628960648022
"1,000",100000,popularity,101,6.595811811892061,186.260234629758,6.738776725379414,194.25376971866694,79.47619047619048,290.6281508052184
100,100000,popularity,1001,6.6711937470300935,186.78023364771033,8.577012019497044,196.51815253211512,726.3511904761905,937.9467627926001
