n_requests,cheapest,cost,unit,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
1,popularity,0.0001496312285450798,cpu_seconds,0.0001496312285450798,0.0024397954784578,0.0021078085188877623,0.0044559774603050994,0.7188188244047619,0.7214227483850237
10,popularity,0.0007424929340704711,cpu_seconds,0.0007424929340704711,0.0191979646050547,0.0026957322477013214,0.0219159464685693,0.719438244047619,0.7410413639764208
100,popularity,0.006671109989324384,cpu_seconds,0.006671109989324384,0.18677965587102371,0.008574969535836913,0.1965156365512113,0.7256324404761905,0.9372275198903919
1000,popularity,0.06595728054186352,cpu_seconds,0.06595728054186352,1.8625965685307138,0.06736734241719283,1.9425125373776313,0.7875744047619048,2.899089079030102
10000,itemknn,0.6552910712307521,cpu_seconds,0.6588189860672548,18.620765695127616,0.6552910712307521,19.40248154564183,1.4069940476190474,22.5177046704272
100000,itemknn,6.534528359366345,cpu_seconds,6.587436041321168,186.20245696109663,6.534528359366345,194.00217162828383,7.601190476190475,218.7038605843982
1000000,itemknn,65.32690124072226,cpu_seconds,65.8736065938603,1862.0193696207866,65.32690124072226,1939.9990724547038,69.54315476190476,2180.5654197241083
