dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.time_bounded_reranker
ml100k,itemknn,qubo_feasible,100,100,10,0.2109375,0.4294067000009818,0.09375,0.3812638999952469,0.0164473684210526,0.312269499998365,0.0046641791044776,0.306830200002878,34.640625,34.845023399997444,0.3046875,0.3466173654752553,0.0431537898104412,0.7708524333805162,0.07,0.1999999999999999,0.1556708673091178,0.9286197183098592,0.41,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,0.3034873002847421,
ml100k,itemknn,qubo_tabu,100,100,10,0.21875,0.4362590000018826,0.08984375,0.3677078999971854,0.015625,0.3012540999989141,0.0042229729729729,0.3142039000013028,24.84375,24.87822959999903,0.30859375,0.2486359797297297,0.0599706183939204,0.7999417871498692,0.12,0.1999999999999999,0.1334321719792439,0.9376634544106746,0.41,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,0.3040612613156874,True
ml100k,als,none,100,100,10,5.71875,4.778234299999895,0.0,0.0,0.0094696969696969,0.2156426000001374,0.0042229729729729,0.3085920000012265,0.0,0.0,5.71875,0.0001369266994266,0.0737983358012655,1.0,0.14,0.8440000000000001,0.3232023721275018,0.8087472201630838,0.51,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,,
ml100k,als,greedy_topk,100,100,10,6.140625,5.164765499997884,0.1041666666666666,0.301467400000547,0.0076219512195121,0.3133653999975649,0.0042808219178082,0.3153241999971214,0.0252403846153846,0.3320087000029161,6.244791666666667,0.000371431577527,0.0737983358012655,1.0,0.14,0.8440000000000001,0.3232023721275018,0.8087472201630838,0.51,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,0.2361233135921113,
ml100k,als,mmr,100,100,10,5.921875,5.102485499999602,0.08984375,0.3598758000007365,0.0100806451612903,0.2044774000023608,0.0044642857142857,0.3132024000005913,0.1875,0.374757799996587,6.01171875,0.0020204493087557,0.0734674644354182,0.9702448506255366,0.13,0.7379999999999999,0.3906597479614529,0.7395374351371387,0.51,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,0.1416116041551607,
ml100k,als,quota_mmr,100,100,10,5.78125,4.854876199999126,0.08984375,0.3632794999939506,0.0067934782608695,0.3014267000035033,0.0041118421052631,0.3120428000038373,0.140625,0.4319947999974829,5.87109375,0.0015153032036613,0.0680594949714946,0.9448859577053784,0.11,0.2549999999999999,0.3595255744996293,0.7734455151964418,0.51,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,0.1386905184707184,
ml100k,als,qubo_feasible,100,100,10,5.640625,4.736982599999465,0.08984375,0.3581317999996827,0.008984375,0.2655570999995689,0.0041666666666666,0.3101759000055608,30.96875,31.086419500003103,5.73046875,0.3098190104166666,0.0587398974791402,0.8892637818559892,0.08,0.1999999999999999,0.374351371386212,0.7535848776871756,0.51,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,0.1047018268720114,
ml100k,als,qubo_tabu,100,100,10,6.6875,5.520661800001108,0.09765625,0.4418728000018745,0.0100806451612903,0.3068395000009332,0.0055803571428571,0.3136202000023331,24.71875,24.801134100001946,6.78515625,0.2473441100230414,0.0676392399566512,0.914489664497803,0.1,0.1999999999999999,0.3758339510748703,0.7562075611564122,0.51,0,0.3,1.0,0,ok,,,1349,943,0.0773079623019132,True,0.4,0.1049231846872931,True
ml100k,popularity,none,100,100,10,0.0001852400711321,0.3058154999962426,0.0,0.0,0.005787037037037,0.3160343999988981,0.0042229729729729,0.3123171999977785,0.0,0.0,0.0001852400711321,0.0001001001001001,0.0398160089153419,1.0,0.07,1.2,0.0348406226834692,0.98436471460341,0.33,1,0.3,1.0,1,ok,,,1349,943,0.0773079623019132,True,0.4,,
ml100k,popularity,greedy_topk,100,100,10,0.0001581477732793,0.3123511000012513,0.08984375,0.3676219999979366,0.0058962264150943,0.309130699999514,0.0042229729729729,0.309088599999086,0.0148809523809523,0.3133336000028066,0.0900018977732793,0.0002500015176901,0.0398160089153419,1.0,0.07,1.2,0.0348406226834692,0.98436471460341,0.33,1,0.3,1.0,1,ok,,,1349,943,0.0773079623019132,True,0.4,0.4540700832720007,
