dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,n_candidates_requested,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.n_candidates_requested,note.n_candidates_capped_by,note.n_candidates_kept_fraction
ml100k,itemknn,quota_mmr,200,50,10,0.1953125,0.3871548000024631,0.08984375,0.3590239999975892,0.02734375,0.3321450000003096,0.0071022727272727,0.3086431000047014,0.1041666666666666,0.3179369999998016,0.28515625,0.0006930634469696,0.0467939063595766,0.9222273781308796,0.09,0.247,0.0993328391401037,0.9597813194959228,0.245,1,0.3,1.0,1,50,ok,,,1349,943,0.0773079623019132,True,2.3,0.4053258243529747,,,
ml100k,itemknn,quota_mmr,200,100,10,0.1875,0.3867802999957348,0.08984375,0.3567909999983385,0.0284090909090909,0.302769800000533,0.0078125,0.312179799999285,0.2265625,0.4541266999949584,0.27734375,0.0013139204545454,0.0464858748013523,0.9192262231997068,0.09,0.241,0.100815418828762,0.958910303928836,0.355,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,2.3,0.4012897043524375,,,
ml100k,itemknn,quota_mmr,200,200,10,0.1953125,0.3855534999966039,0.08984375,0.3579707000026246,0.0284090909090909,0.3088930000012624,0.0104166666666666,0.3148997999960556,0.53125,0.539689700002782,0.28515625,0.0028503787878787,0.0467049935555466,0.9174856400124312,0.09,0.2404999999999999,0.1060044477390659,0.9577931801334322,0.57,1,0.3,1.0,1,200,ok,,,1349,943,0.0773079623019132,True,2.3,0.397124582867766,,,
ml100k,itemknn,quota_mmr,200,400,10,0.1953125,0.3856159999995725,0.08984375,0.3579301999998279,0.02734375,0.3276485999958822,0.0148809523809523,0.3109497000041301,1.359375,1.3677093999940553,0.28515625,0.0070079985119047,0.0467771679611553,0.9159123842204931,0.09,0.2405,0.1074870274277242,0.9571008154188289,0.78,1,0.3,1.0,1,400,ok,,,1349,943,0.0773079623019132,True,2.3,0.3928283505217105,,,
ml100k,itemknn,quota_mmr,200,729,10,0.1953125,0.38600420000148,0.08984375,0.3626996000020881,0.02734375,0.3225582000013673,0.0183823529411764,0.3067507999949157,3.125,3.136698200003593,0.28515625,0.0158536305147058,0.0451998435772267,0.9153076467613794,0.085,0.24,0.1067457375833951,0.9571022979985174,0.88,1,0.3,1.0,1,800,ok,,,1349,943,0.0773079623019132,True,2.3,0.3912832693881171,800.0,user history in a small catalogue,0.91125
ml100k,als,none,200,50,10,5.875,4.763924500002759,0.0,0.0,0.0130208333333333,0.3089257000028738,0.0072674418604651,0.3134442000009585,0.0,0.0,5.875,0.0001014413759689,0.0473213788017443,1.0,0.105,0.8305000000000001,0.4277242401779095,0.7726167531504818,0.3,1,0.3,1.0,1,50,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,100,10,5.640625,4.801213700004155,0.0,0.0,0.01953125,0.2049837000013212,0.0082236842105263,0.3067021999959252,0.0,0.0,5.640625,0.0001387746710526,0.0473213788017443,1.0,0.105,0.8305000000000001,0.4277242401779095,0.7726167531504818,0.475,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,200,10,5.640625,4.7510210999971605,0.0,0.0,0.01953125,0.2028837999969255,0.0100806451612903,0.3172483000016655,0.0,0.0,5.640625,0.0001480594758064,0.0473213788017443,1.0,0.105,0.8305000000000001,0.4277242401779095,0.7726167531504818,0.63,1,0.3,1.0,1,200,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,400,10,5.625,4.7866030000004685,0.0,0.0,0.0170454545454545,0.2804837000003317,0.0135869565217391,0.3084563000011258,0.0,0.0,5.625,0.0001531620553359,0.0473213788017443,1.0,0.105,0.8305000000000001,0.4277242401779095,0.7726167531504818,0.825,1,0.3,1.0,1,400,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,729,10,5.734375,4.733358799996495,0.0,0.0,0.0135869565217391,0.292643599997973,0.01953125,0.3230545000042184,0.0,0.0,5.734375,0.0001655910326086,0.0473213788017443,1.0,0.105,0.8305000000000001,0.4277242401779095,0.7726167531504818,0.925,1,0.3,1.0,1,800,ok,,,1349,943,0.0773079623019132,True,2.3,,800.0,user history in a small catalogue,0.91125
ml100k,als,quota_mmr,200,50,10,6.0,4.738689500001783,0.08984375,0.3592860999997356,0.0208333333333333,0.1931915000022854,0.0072674418604651,0.310745599999791,0.1354166666666666,0.4132450999968569,6.08984375,0.0008175872093023,0.0560574771430425,0.9710654459719198,0.13,0.2734999999999999,0.4321719792438843,0.7720874722016309,0.3,1,0.3,1.0,1,50,ok,,,1349,943,0.0773079623019132,True,2.3,0.1826897959285543,,,
ml100k,als,quota_mmr,200,100,10,5.78125,4.792096500001208,0.09375,0.3715264999991632,0.01953125,0.2049890999987837,0.0091911764705882,0.3087532999998075,0.3046875,0.6095283000031486,5.875,0.0016670496323529,0.0471125824901611,0.9676473543370172,0.105,0.259,0.4292068198665678,0.772074128984433,0.475,1,0.3,1.0,1,100,ok,,,1349,943,0.0773079623019132,True,2.3,0.1766763690775855,,,
ml100k,als,quota_mmr,200,200,10,5.78125,4.805513899998914,0.08984375,0.3643380000066827,0.0135869565217391,0.3084594999963883,0.0100806451612903,0.3123586000001523,0.640625,0.6359245999992709,5.87109375,0.0033214630084151,0.0474591996997941,0.9654606064092268,0.105,0.259,0.4373610081541882,0.7641927353595256,0.63,1,0.3,1.0,1,200,ok,,,1349,943,0.0773079623019132,True,2.3,0.1688919033754753,,,
ml100k,als,quota_mmr,200,400,10,5.734375,4.743748499997309,0.0859375,0.3567640999972354,0.0173611111111111,0.2322208999976283,0.0135869565217391,0.3071071000013035,1.5625,1.5549602000028244,5.8203125,0.0079672403381642,0.0474591996997941,0.963490709910076,0.105,0.256,0.4447739065974796,0.7590667160859896,0.825,1,0.3,1.0,1,400,ok,,,1349,943,0.0773079623019132,True,2.3,0.1634830721919888,,,
ml100k,als,quota_mmr,200,729,10,5.859375,4.775354500001413,0.08984375,0.3594449000011082,0.0178571428571428,0.2663108999986434,0.0208333333333333,0.3090069000027142,3.296875,3.2894698999953107,5.94921875,0.0166778273809523,0.0476805422348714,0.9606528138381336,0.105,0.2549999999999999,0.4507042253521127,0.7549355077835433,0.925,1,0.3,1.0,1,800,ok,,,1349,943,0.0773079623019132,True,2.3,0.1572414696365791,800.0,user history in a small catalogue,0.91125
ml100k,popularity,none,200,50,10,0.0001641281512605,0.3057499999995343,0.0,0.0,0.011574074074074,0.3180973999988055,0.0078125,0.3172210999982781,0.0,0.0,0.0001641281512605,9.693287037037037e-05,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.26,2,0.3,1.0,2,50,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
