family,reranker,cpu_rerank,cpu_serving_total,rerank_share_of_serving,cpu_rerank_setup,serving_multiplier
popularity,quota_mmr,0.53125,0.5538306451612903,0.9581913905233821,0.0859375,23.918518518518656
itemknn,quota_mmr,0.53125,0.5700757575757575,0.9318936877076414,0.08984375,14.682926829268334
als,quota_mmr,0.65625,0.6793514784946236,0.9643717217035597,0.08984375,28.06759259259266
