n_requests,cheapest,cost,unit,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
1,popularity,0.0002731243043674,cpu_seconds,0.0002731243043674,0.0888739444463631,0.1954965876436781,0.2880066287878787,5.781408045977011,5.952615507392473
10,popularity,0.0012602702403271,cpu_seconds,0.0012602702403271,0.1137963234786207,0.197153376436781,0.313660037878787,5.782830459770114,5.983186323924731
100,popularity,0.011131729599924102,cpu_seconds,0.011131729599924102,0.3630201138011967,0.21372126436781,0.57019412878787,5.79705459770114,6.28889448924731
1000,popularity,0.1098463231958941,cpu_seconds,0.1098463231958941,2.855258017026957,0.37940014367810004,3.1355350378787,5.9392959770114,9.3459761424731
10000,popularity,1.0969922591555943,cpu_seconds,1.0969922591555943,27.777637049284557,2.0361889367810004,28.788944128787,7.361709770114,39.916792674731
100000,popularity,10.968451618752594,cpu_seconds,10.968451618752594,277.0014273718606,18.60407686781,285.32303503787,21.58584770114,345.62495799731
1000000,popularity,109.68304521472261,cpu_seconds,109.68304521472261,2769.23933059762,184.28295617810002,2850.6639441286998,163.8272270114,3402.7066112231
