retrain_every,n_requests,cheapest,training_events,cost.popularity,cost.popularity+quota_mmr,cost.itemknn,cost.itemknn+quota_mmr,cost.als,cost.als+quota_mmr
never,100000,popularity,1,10.827518893928724,261.48364384744207,18.58230744949,284.61844758064,19.730902777769998,324.87207625507
"1,000,000",100000,popularity,1,10.827518893928724,261.48364384744207,18.58230744949,284.61844758064,19.730902777769998,324.87207625507
"100,000",100000,popularity,2,10.827678170177451,261.5697412757942,18.77761994949,284.89969758064,25.355902777769998,330.47754500507
"10,000",100000,popularity,11,10.829111656415982,262.34461813096306,20.53543244949,287.43094758064,75.98090277777,380.92676375507
"1,000",100000,popularity,101,10.843446518801295,270.0933866826519,38.11355744949,312.74344758064,582.23090277777,885.4189512550699
100,100000,popularity,1001,10.986795142654424,347.58107219954024,213.89480744949,565.86844758064,5644.73090277777,5930.34082625507
