dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,note.n_candidates_requested,note.n_candidates_capped_by,note.n_candidates_kept_fraction,repeat,n_candidates_requested,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity
software,als,none,200,200,10,2.59375,2.591357100000096,0.0,0.0,0.011574074074074,0.3146507000001293,0.0071022727272727,0.305998300000283,0.0,0.0,2.59375,9.3381734006734e-05,0.0737221101973168,1.0,0.13,0.6605,0.7867950481430537,0.5488665749656121,0.515,0,0.3,1.0,,,,0,200,ok,,,727,1779,0.0077884040691763,True,1.9,
software,als,quota_mmr,200,200,10,2.546875,2.5489259000005404,0.0091911764705882,0.3046248999999079,0.0111607142857142,0.3132003999999142,0.0067934782608695,0.318513799998982,0.65625,0.6604589999988093,2.5560661764705883,0.0033710209627329,0.0710564013340427,0.9653884387688794,0.12,0.2674999999999999,0.8789546079779917,0.4587950481430536,0.515,0,0.3,1.0,,,,0,200,ok,,,727,1779,0.0077884040691763,True,1.9,0.0039473158096447
ml100k,popularity,none,200,200,10,0.0001560939060939,0.3052360999990924,0.0,0.0,0.0111607142857142,0.3145653000010497,0.0100806451612903,0.3177178000005369,0.0,0.0,0.0001560939060939,0.000106206797235,0.0527225807997784,1.0,0.11,1.2005,0.0385470719051149,0.98322090437361,0.5,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,
ml100k,popularity,quota_mmr,200,200,10,0.0001591140529531,0.2978696000009222,0.0859375,0.3560684000003675,0.011574074074074,0.3003227999997762,0.0104166666666666,0.3146209999995335,0.484375,0.4874763000007078,0.0860966140529531,0.0025318287037037,0.0551214313942276,0.9122173993334148,0.115,0.246,0.0415122312824314,0.9850926612305412,0.5,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,0.3604117860291841
ml100k,itemknn,none,200,200,10,0.1953125,0.3956641999993735,0.0,0.0,0.02734375,0.3173525999991398,0.0100806451612903,0.3141283000004478,0.0,0.0,0.1953125,0.0001871219758064,0.0471215195017992,1.0,0.1,1.1535000000000002,0.1022979985174203,0.9595700518902892,0.665,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,
ml100k,itemknn,quota_mmr,200,200,10,0.1875,0.3844320000007428,0.08984375,0.3605781000005663,0.0260416666666666,0.3112380999991728,0.0104166666666666,0.3076057999987824,0.515625,0.5247617000004539,0.27734375,0.0027604166666666,0.0634420618047613,0.914494187972906,0.145,0.2455,0.1104521868050407,0.957130467012602,0.665,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,0.3921572959825227
ml100k,als,none,200,200,10,3.375,3.380904300000111,0.0,0.0,0.0125,0.3128164999998262,0.0104166666666666,0.3103608999990683,0.0,0.0,3.375,0.0001145833333333,0.0702686881516989,1.0,0.165,0.8225,0.4225352112676056,0.776581171237954,0.66,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,
ml100k,als,quota_mmr,200,200,10,3.359375,3.370417799998904,0.08984375,0.3606498999997711,0.0130208333333333,0.3044962000003579,0.0100806451612903,0.3145478999995248,0.609375,0.6167957999987266,3.44921875,0.0031623823924731,0.0517396862998914,0.964975935286848,0.115,0.259,0.4425500370644922,0.7655626389918458,0.66,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,0.1629444513781293
ml100k,multvae,none,200,200,10,2.484375,2.6888842999997,0.0,0.0,0.0173611111111111,0.3199167000002489,0.009765625,0.3110753000000841,0.0,0.0,2.484375,0.0001356336805555,0.0472747281162359,1.0,0.105,0.9825,0.1297257227575982,0.9467820607857672,0.59,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,
ml100k,multvae,quota_mmr,200,200,10,1.1875,1.173247300001094,0.08984375,0.3621462999999494,0.0182291666666666,0.3265847000002395,0.009765625,0.3162140000004001,0.546875,0.5510546999994403,1.27734375,0.0028743489583333,0.0442845025895229,0.9645367322231204,0.1,0.245,0.1445515196441808,0.9469985174203114,0.59,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,0.3385277046378766
ml100k,gru4rec,none,200,200,10,80.125,80.32078410000031,0.0,0.0,0.0347222222222222,0.3000569000014366,0.0094696969696969,0.3173846999998204,0.0,0.0,80.125,0.0002209595959595,0.1096409102988878,1.0,0.24,0.9025,0.3276501111934766,0.8260778354336545,0.795,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,
ml100k,gru4rec,quota_mmr,200,200,10,80.890625,81.06538489999912,0.0859375,0.3579462000016065,0.0347222222222222,0.3024607999996078,0.009765625,0.3090584000001399,0.59375,0.608570200000031,80.9765625,0.0031911892361111,0.0860173663167821,0.9461428622552256,0.175,0.2585,0.3713862120088955,0.8078146775389177,0.795,0,0.3,1.0,,,,0,200,ok,,,1349,943,0.0773079623019132,True,1.9,0.212318087771924
luxury_beauty,popularity,none,200,200,10,0.0001264670174018,0.3047626999996282,0.0,0.0,0.0111607142857142,0.3148270000001503,0.0086805555555555,0.3148357999998552,0.0,0.0,0.0001264670174018,9.92063492063492e-05,0.008022648515518,1.0,0.015,1.5,0.0124542124542124,0.9916058608058608,0.29,0,0.3,1.0,,,,0,200,ok,,,1365,3589,0.0048703966229739,True,1.9,
luxury_beauty,popularity,quota_mmr,200,200,10,0.0001255020080321,0.3042794000011781,0.0328125,0.341528400000243,0.0111607142857142,0.2995050999998057,0.0089285714285714,0.3180319000002782,0.84375,0.8543262000002869,0.0329380020080321,0.0043191964285714,0.0080824743622485,0.982992201217788,0.015,1.5,0.0124542124542124,0.9916058608058608,0.29,0,0.3,1.0,,,,0,200,ok,,,1365,3589,0.0048703966229739,True,1.9,0.339480248145769
luxury_beauty,itemknn,none,200,200,10,0.071875,0.357719999999972,0.0,0.0,0.0125,0.3108926999993855,0.0104166666666666,0.31452150000041,0.0,0.0,0.071875,0.0001145833333333,0.1938007005587357,1.0,0.24,1.0465,0.3296703296703296,0.880662271062271,0.49,0,0.3,1.0,,,,0,200,ok,,,1365,3589,0.0048703966229739,True,1.9,
luxury_beauty,itemknn,quota_mmr,200,200,10,0.071875,0.3588197999997646,0.03125,0.3211845999994693,0.0130208333333333,0.3044583999999304,0.0107758620689655,0.3166109999983746,0.625,0.6344854999988456,0.103125,0.0032439834770114,0.2028662269519375,0.8809993754130115,0.265,0.2934999999999999,0.4857142857142857,0.7596754578754579,0.49,0,0.3,1.0,,,,0,200,ok,,,1365,3589,0.0048703966229739,True,1.9,0.0134268988952441
luxury_beauty,als,none,200,200,10,5.09375,5.086355399998865,0.0,0.0,0.011574074074074,0.3231658000004245,0.009765625,0.3056065000000671,0.0,0.0,5.09375,0.0001066984953703,0.1749675219151368,1.0,0.22,0.8,0.5435897435897435,0.6935421245421245,0.495,0,0.3,1.0,,,,0,200,ok,,,1365,3589,0.0048703966229739,True,1.9,
luxury_beauty,als,quota_mmr,200,200,10,5.109375,5.109439400001065,0.0328125,0.3390371999994386,0.0125,0.3022345000008499,0.0094696969696969,0.3175180999987788,0.65625,0.6554493000003276,5.1421875,0.0033910984848484,0.1764540608631315,0.9574579190211652,0.23,0.2754999999999999,0.6175824175824176,0.6301992673992673,0.495,0,0.3,1.0,,,,0,200,ok,,,1365,3589,0.0048703966229739,True,1.9,0.0061639330101616
digital_music,popularity,none,200,200,10,0.0003633720930232,0.2999340999995183,0.0,0.0,0.0148809523809523,0.3177489000008791,0.0520833333333333,0.3159090999997715,0.0,0.0,0.0003633720930232,0.0003348214285714,0.0049356847033973,1.0,0.01,1.5,0.0011537096201632,0.9990978878239262,0.085,0,0.3,1.0,,,,0,200,ok,,,11268,16252,0.0006986333284143,True,1.9,
digital_music,popularity,quota_mmr,200,200,10,0.0003179043743641,0.3074538999990182,0.1354166666666666,0.4161862000000838,0.0148809523809523,0.3110677000004216,0.0598958333333333,0.3658637000007729,1.125,1.1479869000013423,0.1357345710410308,0.0059988839285714,0.0049356847033973,0.9972821988815004,0.01,1.5,0.001242456514022,0.9990961128860488,0.085,0,0.3,1.0,,,,0,200,ok,,,11268,16252,0.0006986333284143,True,1.9,0.0276392836856349
digital_music,itemknn,none,200,200,10,0.375,0.3778290000009292,0.0,0.0,0.0260416666666666,0.3082531000000017,0.0520833333333333,0.3386116999990918,0.0,0.0,0.375,0.000390625,0.0709626803260815,1.0,0.085,1.1775,0.0952254171104011,0.9432209797657082,0.295,0,0.3,1.0,,,,0,200,ok,,,11268,16252,0.0006986333284143,True,1.9,
digital_music,itemknn,quota_mmr,200,200,10,0.359375,0.3625155000008817,0.140625,0.4173758000015368,0.0252403846153846,0.3252802999995765,0.0520833333333333,0.3245255000001634,0.703125,0.7007926000005682,0.5,0.0039022435897435,0.0757118213549967,0.8459293708993049,0.1,0.2729999999999999,0.1297479588214412,0.9007160099396521,0.295,0,0.3,1.0,,,,0,200,ok,,,11268,16252,0.0006986333284143,True,1.9,0.0057633071379703
digital_music,als,none,200,200,10,29.328125,29.51747400000022,0.0,0.0,0.0260416666666666,0.314756199999465,0.0520833333333333,0.3137829999996029,0.0,0.0,29.328125,0.000390625,0.0380284815082569,1.0,0.055,1.475,0.0727724529641462,0.9589530528931488,0.295,0,0.3,1.0,,,,0,200,ok,,,11268,16252,0.0006986333284143,True,1.9,
digital_music,als,quota_mmr,200,200,10,29.140625,29.27755530000104,0.140625,0.4173989999999321,0.0260416666666666,0.3142665000013949,0.0546875,0.3296577999990404,0.53125,0.5333096999984264,29.28125,0.0030598958333333,0.0452364077207669,0.8363419075361129,0.075,0.4389999999999999,0.1256656017039403,0.9050739261625844,0.295,0,0.3,1.0,,,,0,200,ok,,,11268,16252,0.0006986333284143,True,1.9,0.0050188173732846
gift_cards,popularity,none,200,120,10,9.720062208398134e-05,0.3093165000009321,0.0,0.0,0.0107758620689655,0.3119134000007761,0.0022644927536231,0.3147862000005261,0.0,0.0,9.720062208398134e-05,6.520177411294353e-05,0.062567318844249,1.0,0.125,1.5,0.1224489795918367,0.9206462585034012,0.88,1,0.3,1.0,200.0,user history in a small catalogue,0.6,1,200,ok,,,147,456,0.037265783506385,True,1.9,
gift_cards,popularity,quota_mmr,200,120,10,8.074935400516796e-05,0.3069682000004832,0.0004976114649681,0.3125417999999627,0.0100806451612903,0.3125947999997152,0.0021551724137931,0.3120785999999498,0.3046875,0.6223367000002327,0.0005783608189733,0.0015846165878754,0.0387195257742685,0.6511412311708353,0.06,0.2999999999999999,0.3265306122448979,0.897156462585034,0.88,1,0.3,1.0,200.0,user history in a small catalogue,0.6,1,200,ok,,,147,456,0.037265783506385,True,1.9,0.0101654360406294
gift_cards,itemknn,none,200,120,10,0.001905487804878,0.2983525999989069,0.0,0.0,0.009765625,0.3354170999991765,0.0023854961832061,0.3069317000008595,0.0,0.0,0.001905487804878,6.0755605916030535e-05,0.1637082661803399,1.0,0.355,1.388,0.4829931972789115,0.8224625850340136,0.95,1,0.3,1.0,200.0,user history in a small catalogue,0.6,1,200,ok,,,147,456,0.037265783506385,True,1.9,
gift_cards,itemknn,quota_mmr,200,120,10,0.001905487804878,0.3042619999996532,0.0004898119122257,0.3105770999991364,0.0100806451612903,0.3208535999983724,0.0023674242424242,0.3062518000006093,0.328125,0.3360133000005589,0.0023952997171037,0.0017028653470185,0.1206258135224784,0.7740792850653209,0.215,0.2884999999999999,0.9523809523809524,0.5320340136054422,0.95,1,0.3,1.0,200.0,user history in a small catalogue,0.6,1,200,ok,,,147,456,0.037265783506385,True,1.9,0.0164508802567784
gift_cards,als,none,200,120,10,0.609375,0.6188810999992711,0.0,0.0,0.0104166666666666,0.3017037999998138,0.002422480620155,0.3086810999993759,0.0,0.0,0.609375,6.419573643410852e-05,0.0584845708983978,1.0,0.135,0.4884999999999999,0.9727891156462584,0.2361904761904762,0.86,1,0.3,1.0,200.0,user history in a small catalogue,0.6,1,200,ok,,,147,456,0.037265783506385,True,1.9,
