user_row,ndcg,ndcg_vs_retrieval,recall,exposure_parity,dataset,family,reranker,repeat,intra_list_similarity
854,0.0,1.0,0.0,1.3,ml100k,itemknn,none,0,
856,0.0,1.0,0.0,1.3,ml100k,itemknn,none,0,
857,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
859,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
863,0.0,1.0,0.0,1.3,ml100k,itemknn,none,0,
865,0.0,1.0,0.0,1.5,ml100k,itemknn,none,0,
871,0.0,1.0,0.0,1.3,ml100k,itemknn,none,0,
874,0.0,1.0,0.0,0.7,ml100k,itemknn,none,0,
877,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
891,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
893,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
894,0.0,1.0,0.0,1.5,ml100k,itemknn,none,0,
896,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
897,0.0,1.0,0.0,1.3,ml100k,itemknn,none,0,
898,0.0,1.0,0.0,0.9,ml100k,itemknn,none,0,
902,0.0,1.0,0.0,1.3,ml100k,itemknn,none,0,
907,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
911,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
913,0.2890648263178879,1.0,1.0,1.3,ml100k,itemknn,none,0,
915,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
922,0.0,1.0,0.0,0.9,ml100k,itemknn,none,0,
923,0.0,1.0,0.0,1.5,ml100k,itemknn,none,0,
926,0.0,1.0,0.0,1.5,ml100k,itemknn,none,0,
932,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
934,0.0,1.0,0.0,1.3,ml100k,itemknn,none,0,
939,0.0,1.0,0.0,1.1,ml100k,itemknn,none,0,
2,0.0,0.8482816559156846,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.1964592097394757
4,0.0,0.7999611692575771,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2601481010801785
6,0.0,0.757506534557449,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2287915932143263
12,0.0,0.8103171343166495,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.326574450100304
13,0.0,0.7526510736917256,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2787720077372021
14,0.430676558073393,0.9394476167017282,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.2628220365845807
17,0.0,0.929227807428854,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4380991099238207
22,0.0,0.8062424633953972,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2972184685006537
25,0.0,0.9282299122368356,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4328230052863118
30,0.0,0.9404461711447604,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2441747516562308
40,0.0,0.8964333948545602,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4642714760353946
42,0.0,0.8931052701134389,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4130743484919607
44,0.0,0.919546974322538,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3606929817733394
49,0.0,0.9588152015570548,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2842078989739837
56,0.0,0.8609749262414425,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.293450865958498
59,0.0,0.9318200874902018,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4704973185816476
62,0.5,0.936883216789478,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.2949482969636856
67,0.0,0.900332027042913,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4295341055918654
69,0.0,0.9557805526903792,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4426502549735964
70,0.0,0.9159594134191392,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4429580408744276
76,0.0,0.8635724347277963,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.329956909076707
78,0.0,0.8899293427691556,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3617312134077381
93,0.0,0.8939828684238047,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4429732723412085
97,0.0,0.9131202117414816,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.419329788389622
105,0.0,0.6631106743324573,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.1123254696077619
109,0.0,0.8372162340830721,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2478424257500603
110,0.3562071871080222,0.8881547504575699,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.365810642374791
122,0.6309297535714575,0.9028458490454578,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3534420360516926
128,1.0,0.8267831019236095,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3000780777265761
131,0.0,0.9449117143006336,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4655979387108896
136,0.0,0.8990752866691993,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3867561054960643
139,0.0,0.8823029608298679,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4712045556596952
169,0.3154648767857287,0.8507776575357309,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.3871859377033979
172,0.0,0.8506942057908252,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3307243600846879
174,0.0,0.8673795804087128,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3644650171960337
190,0.0,0.9354026821136158,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.482446320117224
198,0.0,0.784913563675923,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2496565480583466
201,0.3562071871080222,0.8167876788576645,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.245167832562369
202,0.0,0.9206619428339852,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2818746669261459
203,0.0,0.93920357914056,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2927810036286251
209,0.0,0.8495981724595222,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3537991087332487
210,0.0,0.928986201485824,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3871557942047269
211,0.0,0.791824553170442,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2652796597342273
220,0.0,0.8497347047132613,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3258615320442879
230,0.0,0.9470289508124934,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.385417112714239
234,0.0,0.8789791455395296,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.381922031429288
252,0.0,0.9062321455382084,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3674199913598746
257,0.3868528072345416,0.7193811503232932,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.2646863786354059
260,0.0,0.8914588070902499,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4522767753636435
266,0.0,0.8347046856668839,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2602432899566755
267,0.0,0.950262033165233,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3328400629084206
273,0.0,0.6643655783464718,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.15998797486855
280,0.0,0.9542408710207104,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2795243393327407
286,0.0,0.911114153940192,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3725613120716103
294,0.0,0.8863623905034939,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2688108014420457
302,0.0,0.9611784780137024,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4630469372908408
303,0.0,0.8629764290503821,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4543761648049265
305,0.0,0.7792893273736516,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.1708794483401361
313,0.0,0.9128644707188398,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.461488263462493
316,0.0,0.9594881442635096,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2775056982471123
317,0.0,0.8645517032630631,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3038264261687682
321,0.0,0.7717578145582618,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2809000312288366
326,0.0,0.5343838551594677,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.0899483422278872
330,0.0,0.944639168152668,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.469504145142251
337,0.0,0.9230725590543956,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4433559993384676
338,0.0,0.9378486252758808,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3462129963266612
345,0.0,0.8952081470644058,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4031015808044082
349,0.0,0.8921825728713326,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3521900261526094
361,0.5,0.7914754292020206,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.2952516650695885
363,0.3868528072345416,0.9290552237925744,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.4236042051540539
366,0.0,0.619171351607403,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.0854910321611034
369,0.0,0.9199755418958526,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2782435849275999
376,0.0,0.9358048766114274,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3641187793258849
378,0.0,0.7748092105364132,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2650287477176761
380,0.3868528072345416,0.8880220972568167,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3673436258208513
381,0.0,0.9473318574212196,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4439412401892617
385,0.3010299956639812,0.9352490196099676,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.2711501347515483
391,0.0,0.9176122749370051,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2539770436533884
396,0.0,0.904261951965826,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4130809974691262
413,0.6309297535714575,0.9132922668440712,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.4314469792884106
415,0.0,0.8905908956623124,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3643763157915221
418,0.0,0.885338858383418,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4452917541290197
421,0.0,0.7946015137122986,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2586523867365561
422,0.0,0.9576779896535296,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4590409345380559
426,0.0,0.9217940864077075,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4877752481708833
427,0.0,0.8925291158477844,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3320808414442544
436,0.0,0.9501008591374313,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4634087990520966
446,0.0,0.7647704453103897,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2934066208255583
450,0.0,0.7542834406253279,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2715490214797616
451,0.0,0.9695819951425798,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.42683045726577
459,0.0,0.9038692659507708,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.459685904039278
468,0.0,0.8970616880374159,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3336977397390042
471,0.0,0.893950207483025,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4376347761724466
474,0.0,0.8988649951812174,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3249522333502521
480,0.430676558073393,0.968142815478845,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.3229833978980208
481,0.0,0.8094989550803691,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.312106817399737
484,0.0,0.7140945887701351,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.224225417566448
488,0.0,0.9144444498668596,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4297090594282096
489,0.0,0.9475180595552032,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3573436421814701
492,0.0,0.8452566659855912,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3496001276114324
505,0.0,0.9396933027586388,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4176975363094994
511,0.0,0.7509246684530279,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2275657698644502
513,0.0,0.8077185675561434,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.1804736754280712
522,0.0,0.7964802452358102,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.31083424814085
529,0.0,0.9095486567459208,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4081256637405387
542,0.0,0.843037372124095,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2824954932183905
543,0.0,0.8985487385683341,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2417531825862995
549,0.0,0.9156486814518768,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3797044708761948
553,0.0,0.9163442949464567,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.286778107300249
554,0.0,0.8692009995132466,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3439700442493217
556,0.0,0.8972260903471525,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3545290705722523
561,0.0,0.9089832849194645,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4622543259101306
564,0.0,0.9568479217758428,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4483855390256928
567,0.0,0.908568745787088,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2852969840046162
571,0.0,0.9193341694554348,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4710085061587518
585,0.0,0.8713534701064235,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2525134830731181
587,0.5,0.9367091130940124,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.3318439427689293
590,0.0,0.8004551721203635,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2953810159258722
595,0.0,0.8584852164537113,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3347794499463301
598,0.0,0.9218186196694226,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4377026367196212
606,0.0,0.906019684475796,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4220477633359671
612,0.0,0.7174657500781472,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.1522253997136852
618,0.0,0.9181730996635163,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2705972104885104
624,0.0,0.7901800978103808,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3030519291640018
632,0.0,0.8681701602981242,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3781064422500972
642,0.0,0.9011505254666397,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3490404907542629
652,0.0,0.867120463870192,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2711456472161201
655,0.0,0.8432880085662586,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3340828498357668
659,0.0,0.903546440012436,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3842484798198791
661,0.0,0.9243401129760902,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2648227550759966
665,0.0,0.9084114542304934,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3714611480840407
670,0.0,0.7726653205441004,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2758354208048132
671,1.0,0.9123304754810508,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3663054426698775
672,0.0,0.9434390106899624,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4455949243705016
675,0.0,0.8145401346376749,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3565335437341855
676,0.0,0.77869386615589,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2528466244011256
684,0.0,0.90169043039996,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3575531490192756
685,0.0,0.6697350860777085,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.1934149134040508
686,0.0,0.7880673462718166,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2608230778548877
689,0.0,0.9578252794832224,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4361457990916738
701,0.0,0.9335947286246512,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3572939561772016
707,0.0,0.8945792881761757,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4125600949063238
713,0.0,0.9592419188574418,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4246331157517699
715,0.5,0.8716525323217614,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3247539732591779
728,0.5,0.9338065650594556,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.2499648919701645
735,0.3562071871080222,0.8953418845613292,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.3769957800200879
736,0.0,0.8835226659489728,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4009300232671667
743,0.0,0.9283758384745248,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3923757982141295
744,0.0,0.924742501990265,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4324324632381489
754,0.0,0.92323117766914,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4145348095565116
761,0.0,0.9176638773828198,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4510725213273194
766,0.5,0.950989805028771,1.0,0.2,ml100k,itemknn,quota_mmr,0,0.385280420873218
767,0.0,0.7539012114622182,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2651020675870281
769,0.0,0.8759918977228804,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3266851715600413
772,0.0,0.9208023625522788,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4555880604147935
775,0.0,0.9151225924024496,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4260347346561852
779,0.5,0.9380296733492568,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3932891670930353
783,0.0,0.8346804450934352,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.1628825490293667
788,0.0,0.9572217298413592,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2683257594164589
794,0.0,0.9118258253281106,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.466969902700545
804,0.0,0.868387991675884,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3217562347118254
808,0.0,0.8489571999446616,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2067316535007548
813,0.0,0.8123397696050821,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3139619036275738
821,0.0,0.9515739234635888,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3717927565088479
822,0.0,0.8665003540218749,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4377024945723424
823,0.0,0.7570389993182819,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.204729213519731
828,0.0,0.8713106416912061,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2390460196319403
831,0.0,0.8843750208208497,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4089399141707427
837,0.0,0.939852929266668,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2458980227813446
838,0.0,0.7565360795828971,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2390140297959583
847,0.0,0.7981820477463777,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2993017366571448
848,0.0,0.7615081337060867,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.1710504222039928
850,0.0,0.8555728263660423,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3814189550135456
853,0.0,0.8974281305344822,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3674781475371383
854,0.0,0.8754594465243524,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3661593919771595
856,0.0,0.7969848151959201,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2788422255936783
857,0.0,0.8342375652885621,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.2873838394673503
859,0.0,0.9478926048807496,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2918476089632618
863,0.0,0.8793823591933052,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4598140720721569
865,0.430676558073393,0.8813735003131347,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3584221557482736
871,0.0,0.8886070755398232,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4332535653718246
874,0.0,0.9419414379815892,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4362870734041802
877,0.0,0.909089518753066,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4209893952239348
891,0.0,0.9297708818330376,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4239491776793616
893,0.0,0.8738474281468845,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4046887413474208
894,0.0,0.9035745465600192,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4431371520855357
896,0.0,0.9037083155314688,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3563677695100011
897,0.0,0.8427954156757453,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3609442276794423
898,0.0,0.9823069039842094,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.453113781485275
902,0.0,0.9126117412805316,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4306861304235981
907,0.0,0.7966197599189475,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.2249255359690896
911,0.0,0.6869073921893575,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.1147773728144505
913,0.0,0.8681407205159636,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3758677624897383
915,0.0,0.914448787596856,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.3465327029115701
922,0.0,0.9352428073171896,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.4070985841642811
923,0.0,0.8812143897504574,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.3943286944837507
926,0.0,0.5919326979443537,0.0,0.2,ml100k,itemknn,quota_mmr,0,0.1481978064337328
932,0.0,0.9378400868754262,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4041077315369428
934,0.2890648263178879,0.8575058407416906,1.0,0.3,ml100k,itemknn,quota_mmr,0,0.3613328288122703
939,0.0,0.9291133187117327,0.0,0.3,ml100k,itemknn,quota_mmr,0,0.4348009322874546
2,0.3562071871080222,1.0,1.0,1.1,ml100k,als,none,0,
4,0.0,1.0,0.0,1.3,ml100k,als,none,0,
6,0.0,1.0,0.0,0.9,ml100k,als,none,0,
12,0.0,1.0,0.0,0.9,ml100k,als,none,0,
13,0.0,1.0,0.0,1.0,ml100k,als,none,0,
14,0.0,1.0,0.0,0.3,ml100k,als,none,0,
17,0.3868528072345416,1.0,1.0,0.9,ml100k,als,none,0,
22,0.0,1.0,0.0,0.8,ml100k,als,none,0,
25,0.0,1.0,0.0,0.6,ml100k,als,none,0,
30,0.0,1.0,0.0,0.7,ml100k,als,none,0,
40,0.0,1.0,0.0,1.5,ml100k,als,none,0,
42,0.0,1.0,0.0,1.1,ml100k,als,none,0,
44,0.430676558073393,1.0,1.0,0.5,ml100k,als,none,0,
49,0.0,1.0,0.0,0.6,ml100k,als,none,0,
56,0.0,1.0,0.0,1.0,ml100k,als,none,0,
59,0.0,1.0,0.0,0.7,ml100k,als,none,0,
62,0.5,1.0,1.0,1.1,ml100k,als,none,0,
67,0.0,1.0,0.0,0.9,ml100k,als,none,0,
69,0.0,1.0,0.0,0.2,ml100k,als,none,0,
70,0.0,1.0,0.0,1.1,ml100k,als,none,0,
76,0.0,1.0,0.0,0.7,ml100k,als,none,0,
78,0.0,1.0,0.0,1.1,ml100k,als,none,0,
93,0.5,1.0,1.0,1.1,ml100k,als,none,0,
97,0.0,1.0,0.0,0.7,ml100k,als,none,0,
105,0.0,1.0,0.0,0.7,ml100k,als,none,0,
109,0.0,1.0,0.0,0.9,ml100k,als,none,0,
110,0.0,1.0,0.0,0.9,ml100k,als,none,0,
122,0.0,1.0,0.0,1.1,ml100k,als,none,0,
128,0.0,1.0,0.0,0.7,ml100k,als,none,0,
131,0.0,1.0,0.0,1.3,ml100k,als,none,0,
136,0.0,1.0,0.0,1.1,ml100k,als,none,0,
139,0.0,1.0,0.0,0.4,ml100k,als,none,0,
169,0.430676558073393,1.0,1.0,1.1,ml100k,als,none,0,
172,0.0,1.0,0.0,0.9,ml100k,als,none,0,
174,0.0,1.0,0.0,0.9,ml100k,als,none,0,
190,0.0,1.0,0.0,0.7,ml100k,als,none,0,
198,0.0,1.0,0.0,1.3,ml100k,als,none,0,
201,0.0,1.0,0.0,1.0,ml100k,als,none,0,
202,0.3333333333333333,1.0,1.0,1.1,ml100k,als,none,0,
203,0.0,1.0,0.0,0.7,ml100k,als,none,0,
209,0.0,1.0,0.0,0.6,ml100k,als,none,0,
210,0.0,1.0,0.0,1.3,ml100k,als,none,0,
211,0.0,1.0,0.0,1.1,ml100k,als,none,0,
220,0.0,1.0,0.0,0.6,ml100k,als,none,0,
230,0.0,1.0,0.0,0.7,ml100k,als,none,0,
234,0.0,1.0,0.0,0.8,ml100k,als,none,0,
252,0.0,1.0,0.0,0.6,ml100k,als,none,0,
257,0.0,1.0,0.0,0.9,ml100k,als,none,0,
260,0.2890648263178879,1.0,1.0,1.1,ml100k,als,none,0,
266,0.0,1.0,0.0,0.9,ml100k,als,none,0,
267,0.0,1.0,0.0,1.3,ml100k,als,none,0,
273,0.0,1.0,0.0,0.4,ml100k,als,none,0,
280,0.0,1.0,0.0,0.6,ml100k,als,none,0,
286,0.0,1.0,0.0,0.6,ml100k,als,none,0,
294,0.0,1.0,0.0,0.9,ml100k,als,none,0,
302,0.0,1.0,0.0,0.6,ml100k,als,none,0,
303,0.0,1.0,0.0,1.3,ml100k,als,none,0,
305,0.0,1.0,0.0,0.4,ml100k,als,none,0,
313,0.0,1.0,0.0,0.6,ml100k,als,none,0,
316,0.3154648767857287,1.0,1.0,0.6,ml100k,als,none,0,
317,0.0,1.0,0.0,0.6,ml100k,als,none,0,
321,0.0,1.0,0.0,0.4,ml100k,als,none,0,
326,0.0,1.0,0.0,0.5,ml100k,als,none,0,
330,0.0,1.0,0.0,1.3,ml100k,als,none,0,
337,0.0,1.0,0.0,0.9,ml100k,als,none,0,
338,0.0,1.0,0.0,0.6,ml100k,als,none,0,
345,0.0,1.0,0.0,1.0,ml100k,als,none,0,
349,0.0,1.0,0.0,1.1,ml100k,als,none,0,
361,0.0,1.0,0.0,0.6,ml100k,als,none,0,
363,0.0,1.0,0.0,0.4,ml100k,als,none,0,
366,0.0,1.0,0.0,0.8,ml100k,als,none,0,
369,0.0,1.0,0.0,1.1,ml100k,als,none,0,
376,0.0,1.0,0.0,0.6,ml100k,als,none,0,
378,0.0,1.0,0.0,0.5,ml100k,als,none,0,
380,0.0,1.0,0.0,1.0,ml100k,als,none,0,
381,0.0,1.0,0.0,1.1,ml100k,als,none,0,
385,0.3868528072345416,1.0,1.0,1.1,ml100k,als,none,0,
391,0.3333333333333333,1.0,1.0,0.9,ml100k,als,none,0,
396,0.0,1.0,0.0,0.6,ml100k,als,none,0,
413,0.3562071871080222,1.0,1.0,1.3,ml100k,als,none,0,
415,0.0,1.0,0.0,0.5,ml100k,als,none,0,
418,0.0,1.0,0.0,0.6,ml100k,als,none,0,
421,0.0,1.0,0.0,1.1,ml100k,als,none,0,
422,0.0,1.0,0.0,1.1,ml100k,als,none,0,
426,0.0,1.0,0.0,1.1,ml100k,als,none,0,
427,0.0,1.0,0.0,1.1,ml100k,als,none,0,
436,0.0,1.0,0.0,0.6,ml100k,als,none,0,
446,0.0,1.0,0.0,0.7,ml100k,als,none,0,
450,0.0,1.0,0.0,0.4,ml100k,als,none,0,
451,0.0,1.0,0.0,1.0,ml100k,als,none,0,
459,0.0,1.0,0.0,0.9,ml100k,als,none,0,
468,0.0,1.0,0.0,0.5,ml100k,als,none,0,
471,0.0,1.0,0.0,0.5,ml100k,als,none,0,
