workers,requested_seconds,wall_seconds,own_cpu_seconds,expected_core_seconds,codecarbon.cpu_kwh,codecarbon.ram_kwh,codecarbon.gpu_kwh,codecarbon.total_kwh,codecarbon.cpu_watts,codecarbon.ram_watts,codecarbon.co2_kg,codecarbon.cpu_util_pct
0,20.0,20.012941599999976,0.0625,0.0,8.928174186386023e-06,5.648529388888872e-05,0.0,6.541346807527474e-05,1.5402320491071428,10.0,2.8821697341710652e-05,0.0
1,20.0,20.65830730000016,0.09375,20.0,8.625404099519292e-06,5.738464638888875e-05,0.0,6.601005048840805e-05,1.527801572357143,10.0,2.9084556325596492e-05,0.0
2,20.0,20.702136799999607,0.09375,40.0,8.736917755017198e-06,5.7506391666664855e-05,0.0,6.624330942168205e-05,1.5256390185535715,10.0,2.918733207766848e-05,5.0
4,20.0,20.903213399999913,0.09375,80.0,9.373350070360578e-06,5.806499722222169e-05,0.0,6.743834729258224e-05,1.5433331998714288,10.0,2.9713875323890076e-05,0.0
8,20.0,21.755835500000103,0.171875,160.0,1.318740378787455e-05,6.0433661666666535e-05,0.0,7.36210654545411e-05,1.6497385925357146,10.0,3.243803040779445e-05,0.0
